id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
1818422,294,1459,2022-03-02 00:00:00+00:00,hour,20,0 days 00:04:58.946391,0,0 days 00:00:00
1780962,294,1459,2022-02-28 03:00:00+00:00,hour,20,0 days 00:20:32.800000,0,0 days 00:00:00
1780963,294,1459,2022-02-28 04:00:00+00:00,hour,35,0 days 00:32:55.193675,0,0 days 00:00:00
1780964,294,1459,2022-02-28 05:00:00+00:00,hour,25,0 days 00:18:59.738768,0,0 days 00:00:00
1780965,294,1459,2022-02-28 06:00:00+00:00,hour,90,0 days 00:10:54.421899,0,0 days 00:00:00
1780966,294,1459,2022-02-28 07:00:00+00:00,hour,105,0 days 00:08:12.643072,0,0 days 00:00:00
1780967,294,1459,2022-02-28 08:00:00+00:00,hour,95,0 days 00:07:29.195380,0,0 days 00:00:00
1780968,294,1459,2022-02-28 09:00:00+00:00,hour,105,0 days 00:08:14.083516,0,0 days 00:00:00
1780969,294,1459,2022-02-28 10:00:00+00:00,hour,135,0 days 00:05:36.833437,0,0 days 00:00:00
1780970,294,1459,2022-02-28 11:00:00+00:00,hour,140,0 days 00:04:22.473543,0,0 days 00:00:00
1780971,294,1459,2022-02-28 12:00:00+00:00,hour,140,0 days 00:04:42.454961,0,0 days 00:00:00
1780972,294,1459,2022-02-28 13:00:00+00:00,hour,150,0 days 00:04:25.805820,0,0 days 00:00:00
1780973,294,1459,2022-02-28 14:00:00+00:00,hour,200,0 days 00:03:03.692921,0,0 days 00:00:00
1780974,294,1459,2022-02-28 15:00:00+00:00,hour,100,0 days 00:02:44.964980,0,0 days 00:00:00
1780975,294,1459,2022-02-28 16:00:00+00:00,hour,90,0 days 00:03:08.514632,0,0 days 00:00:00
1780976,294,1459,2022-02-28 17:00:00+00:00,hour,75,0 days 00:03:46.797129,0,0 days 00:00:00
1780977,294,1459,2022-02-28 18:00:00+00:00,hour,65,0 days 00:04:15.097394,0,0 days 00:00:00
1780978,294,1459,2022-02-28 20:00:00+00:00,hour,40,0 days 00:12:12.819733,0,0 days 00:00:00
1780979,294,1459,2022-02-28 21:00:00+00:00,hour,45,0 days 00:14:26.343461,0,0 days 00:00:00
1804465,294,1459,2022-02-28 23:00:00+00:00,hour,25,0 days 00:03:18,0,0 days 00:00:00
1804466,294,1459,2022-03-01 00:00:00+00:00,hour,35,0 days 00:07:12.857143,0,0 days 00:00:00
1804467,294,1459,2022-03-01 01:00:00+00:00,hour,25,0 days 00:39:04.823169,0,0 days 00:00:00
1804468,294,1459,2022-03-01 02:00:00+00:00,hour,5,0 days 00:04:00,0,0 days 00:00:00
1804469,294,1459,2022-03-01 04:00:00+00:00,hour,15,0 days 00:36:01.158391,0,0 days 00:00:00
1804470,294,1459,2022-03-01 05:00:00+00:00,hour,25,0 days 00:17:10.245118,0,0 days 00:00:00
1804471,294,1459,2022-03-01 06:00:00+00:00,hour,100,0 days 00:07:57.264112,0,0 days 00:00:00
1804472,294,1459,2022-03-01 08:00:00+00:00,hour,75,0 days 00:07:10.831520,0,0 days 00:00:00
1804473,294,1459,2022-03-01 09:00:00+00:00,hour,100,0 days 00:06:38.558571,0,0 days 00:00:00
1804474,294,1459,2022-03-01 10:00:00+00:00,hour,150,0 days 00:04:37.366841,0,0 days 00:00:00
1804475,294,1459,2022-03-01 11:00:00+00:00,hour,125,0 days 00:04:28.640437,0,0 days 00:00:00
1804476,294,1459,2022-03-01 12:00:00+00:00,hour,170,0 days 00:05:24.022981,0,0 days 00:00:00
1804477,294,1459,2022-03-01 13:00:00+00:00,hour,205,0 days 00:05:34.244754,0,0 days 00:00:00
1804478,294,1459,2022-03-01 14:00:00+00:00,hour,195,0 days 00:05:29.146898,0,0 days 00:00:00
1804479,294,1459,2022-03-01 15:00:00+00:00,hour,135,0 days 00:10:53.665583,0,0 days 00:00:00
1804480,294,1459,2022-03-01 16:00:00+00:00,hour,110,0 days 00:10:02.570145,0,0 days 00:00:00
1804481,294,1459,2022-03-01 17:00:00+00:00,hour,85,0 days 00:10:59.898690,0,0 days 00:00:00
1804482,294,1459,2022-03-01 19:00:00+00:00,hour,55,0 days 00:38:31.818182,0,0 days 00:00:00
1804483,294,1459,2022-03-01 20:00:00+00:00,hour,60,0 days 00:15:35.802995,0,0 days 00:00:00
1804484,294,1459,2022-03-01 21:00:00+00:00,hour,50,0 days 00:17:39.078115,0,0 days 00:00:00
1818423,294,1459,2022-03-02 01:00:00+00:00,hour,20,0 days 00:03:17.938095,0,0 days 00:00:00
1818424,294,1459,2022-03-02 02:00:00+00:00,hour,5,0 days 00:12:05,0,0 days 00:00:00
1818425,294,1459,2022-03-02 05:00:00+00:00,hour,25,0 days 00:04:00.104167,0,0 days 00:00:00
1818426,294,1459,2022-03-02 06:00:00+00:00,hour,95,0 days 00:09:32.718273,0,0 days 00:00:00
1818427,294,1459,2022-03-02 07:00:00+00:00,hour,90,0 days 00:23:34.597363,0,0 days 00:00:00
1818428,294,1459,2022-03-02 08:00:00+00:00,hour,75,0 days 00:18:20.060441,0,0 days 00:00:00
1818429,294,1459,2022-03-02 09:00:00+00:00,hour,85,0 days 00:17:44.342607,0,0 days 00:00:00
1818430,294,1459,2022-03-02 10:00:00+00:00,hour,150,0 days 00:09:41.130721,0,0 days 00:00:00
1818431,294,1459,2022-03-02 11:00:00+00:00,hour,115,0 days 00:11:56.881201,0,0 days 00:00:00
1818432,294,1459,2022-03-02 12:00:00+00:00,hour,160,0 days 00:08:48.800084,0,0 days 00:00:00
1818433,294,1459,2022-03-02 13:00:00+00:00,hour,180,0 days 00:10:31.861837,0,0 days 00:00:00
1818434,294,1459,2022-03-02 14:00:00+00:00,hour,170,0 days 00:09:53.243834,0,0 days 00:00:00
1818435,294,1459,2022-03-02 15:00:00+00:00,hour,155,0 days 00:09:26.497653,0,0 days 00:00:00
1818436,294,1459,2022-03-02 16:00:00+00:00,hour,120,0 days 00:19:46.894073,0,0 days 00:00:00
1818437,294,1459,2022-03-02 17:00:00+00:00,hour,150,0 days 00:12:08.934198,0,0 days 00:00:00
1818438,294,1459,2022-03-02 18:00:00+00:00,hour,95,0 days 00:08:40.279573,0,0 days 00:00:00
1818439,294,1459,2022-03-02 19:00:00+00:00,hour,95,0 days 00:08:33.259815,0,0 days 00:00:00
1818440,294,1459,2022-03-02 20:00:00+00:00,hour,55,0 days 00:12:05.654770,0,0 days 00:00:00
1818441,294,1459,2022-03-02 21:00:00+00:00,hour,40,0 days 00:14:07.276538,0,0 days 00:00:00
1818442,294,1459,2022-03-02 22:00:00+00:00,hour,25,0 days 00:14:58.928903,0,0 days 00:00:00
1890599,294,1459,2022-03-03 23:00:00+00:00,hour,25,0 days 00:14:31.414283,0,0 days 00:00:00
1890600,294,1459,2022-03-04 01:00:00+00:00,hour,15,0 days 00:25:37.438991,0,0 days 00:00:00
1901016,294,1459,2022-03-05 23:00:00+00:00,hour,52,0 days 00:13:56.184494,0,0 days 00:00:00
1901017,294,1459,2022-03-06 00:00:00+00:00,hour,40,0 days 00:05:39.854363,0,0 days 00:00:00
1901018,294,1459,2022-03-06 01:00:00+00:00,hour,30,0 days 00:05:09.659195,0,0 days 00:00:00
1901019,294,1459,2022-03-06 02:00:00+00:00,hour,35,0 days 00:03:16.960056,0,0 days 00:00:00
1901020,294,1459,2022-03-06 05:00:00+00:00,hour,20,0 days 00:14:51.864202,0,0 days 00:00:00
1901021,294,1459,2022-03-06 07:00:00+00:00,hour,25,0 days 00:21:33.104983,0,0 days 00:00:00
1901022,294,1459,2022-03-06 08:00:00+00:00,hour,45,0 days 00:12:04.134713,0,0 days 00:00:00
1901023,294,1459,2022-03-06 09:00:00+00:00,hour,55,0 days 00:10:50.255149,0,0 days 00:00:00
1901024,294,1459,2022-03-06 10:00:00+00:00,hour,70,0 days 00:07:18.425671,0,0 days 00:00:00
1901025,294,1459,2022-03-06 11:00:00+00:00,hour,80,0 days 00:03:49.394688,0,0 days 00:00:00
1901026,294,1459,2022-03-06 12:00:00+00:00,hour,90,0 days 00:04:08.721882,0,0 days 00:00:00
1901027,294,1459,2022-03-06 13:00:00+00:00,hour,115,0 days 00:02:22.006131,0,0 days 00:00:00
1901028,294,1459,2022-03-06 14:00:00+00:00,hour,115,0 days 00:02:08.518518,0,0 days 00:00:00
1901029,294,1459,2022-03-06 15:00:00+00:00,hour,105,0 days 00:02:13.264027,0,0 days 00:00:00
1901030,294,1459,2022-03-06 16:00:00+00:00,hour,125,0 days 00:03:16.752252,0,0 days 00:00:00
1901031,294,1459,2022-03-06 18:00:00+00:00,hour,80,0 days 00:04:11.556096,0,0 days 00:00:00
1901032,294,1459,2022-03-06 21:00:00+00:00,hour,45,0 days 00:13:37.718080,0,0 days 00:00:00
1901033,294,1459,2022-03-06 22:00:00+00:00,hour,50,0 days 00:19:09.912569,0,0 days 00:00:00
1890601,294,1459,2022-03-04 02:00:00+00:00,hour,20,0 days 00:18:32.645787,0,0 days 00:00:00
1890602,294,1459,2022-03-04 03:00:00+00:00,hour,15,0 days 00:34:22.002406,0,0 days 00:00:00
1890603,294,1459,2022-03-04 06:00:00+00:00,hour,85,0 days 00:08:19.833469,0,0 days 00:00:00
1890604,294,1459,2022-03-04 07:00:00+00:00,hour,85,0 days 00:10:31.553156,0,0 days 00:00:00
1890605,294,1459,2022-03-04 08:00:00+00:00,hour,105,0 days 00:07:08.556847,0,0 days 00:00:00
1890606,294,1459,2022-03-04 09:00:00+00:00,hour,120,0 days 00:08:59.008819,0,0 days 00:00:00
1890607,294,1459,2022-03-04 10:00:00+00:00,hour,150,0 days 00:11:22.458695,0,0 days 00:00:00
1890608,294,1459,2022-03-04 11:00:00+00:00,hour,155,0 days 00:10:56.615302,0,0 days 00:00:00
1890609,294,1459,2022-03-04 12:00:00+00:00,hour,175,0 days 00:08:53.808256,0,0 days 00:00:00
1890610,294,1459,2022-03-04 13:00:00+00:00,hour,190,0 days 00:07:25.371184,0,0 days 00:00:00
1890611,294,1459,2022-03-04 14:00:00+00:00,hour,210,0 days 00:05:28.692006,0,0 days 00:00:00
1890612,294,1459,2022-03-04 15:00:00+00:00,hour,155,0 days 00:04:04.954803,0,0 days 00:00:00
1890613,294,1459,2022-03-04 16:00:00+00:00,hour,145,0 days 00:07:24.519860,0,0 days 00:00:00
1890614,294,1459,2022-03-04 17:00:00+00:00,hour,140,0 days 00:12:02.115631,0,0 days 00:00:00
1890615,294,1459,2022-03-04 18:00:00+00:00,hour,135,0 days 00:11:40.811100,0,0 days 00:00:00
1890616,294,1459,2022-03-04 19:00:00+00:00,hour,110,0 days 00:15:01.530391,0,0 days 00:00:00
1890617,294,1459,2022-03-04 20:00:00+00:00,hour,75,0 days 00:28:47.514521,0,0 days 00:00:00
1890618,294,1459,2022-03-04 21:00:00+00:00,hour,65,0 days 00:38:07.781147,0,0 days 00:00:00
1890619,294,1459,2022-03-04 22:00:00+00:00,hour,75,0 days 00:32:45.493058,0,0 days 00:00:00
1828236,294,1459,2022-03-03 03:00:00+00:00,hour,5,0 days 00:00:30,0,0 days 00:00:00
1828237,294,1459,2022-03-03 05:00:00+00:00,hour,25,0 days 00:04:49.874389,0,0 days 00:00:00
1828238,294,1459,2022-03-03 06:00:00+00:00,hour,90,0 days 00:04:20.291269,0,0 days 00:00:00
1828239,294,1459,2022-03-03 07:00:00+00:00,hour,110,0 days 00:06:35.390329,0,0 days 00:00:00
1828240,294,1459,2022-03-03 08:00:00+00:00,hour,90,0 days 00:05:32.861405,0,0 days 00:00:00
1828241,294,1459,2022-03-03 09:00:00+00:00,hour,115,0 days 00:09:17.708665,0,0 days 00:00:00
1828242,294,1459,2022-03-03 10:00:00+00:00,hour,135,0 days 00:08:34.597664,0,0 days 00:00:00
1828243,294,1459,2022-03-03 11:00:00+00:00,hour,140,0 days 00:06:45.049197,0,0 days 00:00:00
1828244,294,1459,2022-03-03 12:00:00+00:00,hour,135,0 days 00:06:27.304456,0,0 days 00:00:00
1828245,294,1459,2022-03-03 13:00:00+00:00,hour,185,0 days 00:04:42.551755,0,0 days 00:00:00
1828246,294,1459,2022-03-03 14:00:00+00:00,hour,165,0 days 00:03:17.965761,0,0 days 00:00:00
1828247,294,1459,2022-03-03 15:00:00+00:00,hour,150,0 days 00:01:50.071658,0,0 days 00:00:00
1828248,294,1459,2022-03-03 16:00:00+00:00,hour,120,0 days 00:03:21.121107,0,0 days 00:00:00
1828249,294,1459,2022-03-03 17:00:00+00:00,hour,105,0 days 00:03:19.863159,0,0 days 00:00:00
1828250,294,1459,2022-03-03 18:00:00+00:00,hour,80,0 days 00:04:07.232577,0,0 days 00:00:00
1828251,294,1459,2022-03-03 19:00:00+00:00,hour,65,0 days 00:05:03.644537,0,0 days 00:00:00
1828252,294,1459,2022-03-03 21:00:00+00:00,hour,55,0 days 00:06:41.339016,0,0 days 00:00:00
1895639,294,1459,2022-03-04 23:00:00+00:00,hour,50,0 days 00:34:06.296642,0,0 days 00:00:00
1895640,294,1459,2022-03-05 02:00:00+00:00,hour,30,0 days 00:08:04.759171,0,0 days 00:00:00
1895641,294,1459,2022-03-05 03:00:00+00:00,hour,15,0 days 00:08:12.620771,0,0 days 00:00:00
1895642,294,1459,2022-03-05 04:00:00+00:00,hour,15,0 days 00:04:43.282956,0,0 days 00:00:00
1895643,294,1459,2022-03-05 07:00:00+00:00,hour,25,0 days 00:24:56.851259,0,0 days 00:00:00
1895644,294,1459,2022-03-05 10:00:00+00:00,hour,125,0 days 00:03:52.645015,0,0 days 00:00:00
1895645,294,1459,2022-03-05 11:00:00+00:00,hour,155,0 days 00:02:11.361194,0,0 days 00:00:00
1895646,294,1459,2022-03-05 12:00:00+00:00,hour,145,0 days 00:01:29.560105,0,0 days 00:00:00
1895647,294,1459,2022-03-05 13:00:00+00:00,hour,145,0 days 00:01:59.343352,0,0 days 00:00:00
1895648,294,1459,2022-03-05 14:00:00+00:00,hour,155,0 days 00:02:44.994722,0,0 days 00:00:00
1895649,294,1459,2022-03-05 15:00:00+00:00,hour,120,0 days 00:03:48.695467,0,0 days 00:00:00
1895650,294,1459,2022-03-05 16:00:00+00:00,hour,175,0 days 00:04:33.197738,0,0 days 00:00:00
1895651,294,1459,2022-03-05 17:00:00+00:00,hour,140,0 days 00:04:41.105834,0,0 days 00:00:00
1895652,294,1459,2022-03-05 18:00:00+00:00,hour,120,0 days 00:07:38.602920,0,0 days 00:00:00
1895653,294,1459,2022-03-05 19:00:00+00:00,hour,100,0 days 00:07:07.703367,0,0 days 00:00:00
1895654,294,1459,2022-03-05 20:00:00+00:00,hour,65,0 days 00:07:45.197942,0,0 days 00:00:00
1895655,294,1459,2022-03-05 21:00:00+00:00,hour,65,0 days 00:11:09.718306,0,0 days 00:00:00
1895656,294,1459,2022-03-05 22:00:00+00:00,hour,65,0 days 00:10:53.347170,0,0 days 00:00:00
