id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
1010805,294,922,2021-08-10 00:00:00+02:00,day,2,,0,0 days
997751,294,922,2021-08-06 00:00:00+02:00,day,2,,0,0 days
1177672,294,922,2021-09-26 00:00:00+02:00,day,5,,0,0 days
1128509,294,922,2021-09-12 00:00:00+02:00,day,2,,0,0 days
1154106,294,922,2021-09-20 00:00:00+02:00,day,10,,0,0 days
1143937,294,922,2021-09-17 00:00:00+02:00,day,5,,0,0 days
1147352,294,922,2021-09-18 00:00:00+02:00,day,90,,0,0 days
1165247,294,922,2021-09-23 00:00:00+02:00,day,14,,0,0 days
1081483,294,922,2021-08-29 00:00:00+02:00,day,56,,0,0 days
1114628,294,922,2021-09-08 00:00:00+02:00,day,26,,0,0 days
1121192,294,922,2021-09-10 00:00:00+02:00,day,7,,0,0 days
1212566,294,922,2021-10-05 00:00:00+02:00,day,15,,0,0 days
1185286,294,922,2021-09-28 00:00:00+02:00,day,15,,0,0 days
1281300,294,922,2021-10-27 00:00:00+02:00,day,20,,0,0 days
1273952,294,922,2021-10-25 00:00:00+02:00,day,70,,0,0 days
1229499,294,922,2021-10-10 00:00:00+02:00,day,5,,0,0 days
1247599,294,922,2021-10-18 00:00:00+02:00,day,7,,0,0 days
1277251,294,922,2021-10-26 00:00:00+02:00,day,137,,0,0 days
1394984,294,922,2021-11-24 00:00:00+01:00,day,30,,0,0 days
1370117,294,922,2021-11-17 00:00:00+01:00,day,10,,0,0 days
1377119,294,922,2021-11-19 00:00:00+01:00,day,27,,0,0 days
1302445,294,922,2021-11-01 00:00:00+01:00,day,5,,0,0 days
1314355,294,922,2021-11-04 00:00:00+01:00,day,10,,0,0 days
1322440,294,922,2021-11-06 00:00:00+01:00,day,5,,0,0 days
1326936,294,922,2021-11-07 00:00:00+01:00,day,5,,0,0 days
1310542,294,922,2021-11-03 00:00:00+01:00,day,5,,0,0 days
1445870,294,922,2021-12-08 00:00:00+01:00,day,15,,0,0 days
1465265,294,922,2021-12-13 00:00:00+01:00,day,5,,0,0 days
1602978,294,922,2022-01-13 00:00:00+01:00,day,7,,0,0 days
1472939,294,922,2021-12-15 00:00:00+01:00,day,20,,0,0 days
1556475,294,922,2022-01-02 00:00:00+01:00,day,10,,0,0 days
1505688,294,922,2021-12-23 00:00:00+01:00,day,5,,0,0 days
1599371,294,922,2022-01-12 00:00:00+01:00,day,5,,0,0 days
1606321,294,922,2022-01-14 00:00:00+01:00,day,5,,0,0 days
1629680,294,922,2022-01-20 00:00:00+01:00,day,43,,0,0 days
1626274,294,922,2022-01-19 00:00:00+01:00,day,77,,0,0 days
1752049,294,922,2022-02-23 00:00:00+01:00,day,18,,0,0 days
1724826,294,922,2022-02-19 00:00:00+01:00,day,22,,0,0 days
1755866,294,922,2022-02-24 00:00:00+01:00,day,15,,0,0 days
