visit_class_id,time,range,visit_count,visit_starts,visit_ends,total_presence_dwell,total_bucket_dwell,presence_dwell_starts,presence_dwell_ends,bucket_dwell_starts,bucket_dwell_ends,avg_dwell
910,2021-08-01 00:00:00+02:00,day,2,2,2,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:00:30
910,2021-08-02 00:00:00+02:00,day,2,2,2,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:00:30
910,2021-08-03 00:00:00+02:00,day,5,5,5,0 days 00:04:30,0 days 00:04:30,0 days 00:04:30,0 days 00:04:30,0 days 00:04:30,0 days 00:04:30,0 days 00:00:54
910,2021-08-04 00:00:00+02:00,day,6,6,6,0 days 00:03:00,0 days 00:03:00,0 days 00:03:00,0 days 00:03:00,0 days 00:03:00,0 days 00:03:00,0 days 00:00:30
910,2021-08-05 00:00:00+02:00,day,6,6,6,0 days 00:03:00,0 days 00:03:00,0 days 00:03:00,0 days 00:03:00,0 days 00:03:00,0 days 00:03:00,0 days 00:00:30
910,2021-08-06 00:00:00+02:00,day,2,2,2,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:00:30
910,2021-08-07 00:00:00+02:00,day,3,3,3,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:00:30
910,2021-08-09 00:00:00+02:00,day,4,4,4,0 days 00:02:30,0 days 00:02:30,0 days 00:02:30,0 days 00:02:30,0 days 00:02:30,0 days 00:02:30,0 days 00:00:37.500000
910,2021-08-11 00:00:00+02:00,day,9,9,9,0 days 00:04:50,0 days 00:04:50,0 days 00:04:50,0 days 00:04:50,0 days 00:04:50,0 days 00:04:50,0 days 00:00:32.222222
910,2021-08-12 00:00:00+02:00,day,3,3,3,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:00:30
910,2021-08-13 00:00:00+02:00,day,5,5,5,0 days 00:02:30,0 days 00:02:30,0 days 00:02:30,0 days 00:02:30,0 days 00:02:30,0 days 00:02:30,0 days 00:00:30
910,2021-08-14 00:00:00+02:00,day,10,10,10,0 days 00:05:00,0 days 00:05:00,0 days 00:05:00,0 days 00:05:00,0 days 00:05:00,0 days 00:05:00,0 days 00:00:30
910,2021-08-15 00:00:00+02:00,day,3,3,3,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:00:30
910,2021-08-16 00:00:00+02:00,day,5,5,5,0 days 00:02:35,0 days 00:02:35,0 days 00:02:35,0 days 00:02:35,0 days 00:02:35,0 days 00:02:35,0 days 00:00:31
910,2021-08-17 00:00:00+02:00,day,4,4,4,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:00:30
910,2021-08-18 00:00:00+02:00,day,12,12,12,0 days 00:13:25,0 days 00:13:25,0 days 00:13:25,0 days 00:13:25,0 days 00:13:25,0 days 00:13:25,0 days 00:01:07.083333
910,2021-08-19 00:00:00+02:00,day,11,11,11,0 days 00:14:50,0 days 00:14:50,0 days 00:14:50,0 days 00:14:50,0 days 00:14:50,0 days 00:14:50,0 days 00:01:20.909091
910,2021-08-20 00:00:00+02:00,day,6,6,6,0 days 00:03:00,0 days 00:03:00,0 days 00:03:00,0 days 00:03:00,0 days 00:03:00,0 days 00:03:00,0 days 00:00:30
910,2021-08-21 00:00:00+02:00,day,4,4,4,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:00:30
910,2021-08-22 00:00:00+02:00,day,4,4,4,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:00:30
910,2021-08-23 00:00:00+02:00,day,4,4,4,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:00:30
910,2021-08-24 00:00:00+02:00,day,3,3,3,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:00:30
910,2021-08-25 00:00:00+02:00,day,7,7,7,0 days 00:03:30,0 days 00:03:30,0 days 00:03:30,0 days 00:03:30,0 days 00:03:30,0 days 00:03:30,0 days 00:00:30
910,2021-08-26 00:00:00+02:00,day,464,464,464,0 days 16:59:20,0 days 16:59:20,0 days 16:59:20,0 days 16:59:20,0 days 16:59:20,0 days 16:59:20,0 days 00:02:11.810345
910,2021-08-27 00:00:00+02:00,day,810,810,808,2 days 04:32:30,2 days 01:55:55,2 days 04:32:30,1 days 23:59:40,2 days 01:55:55,1 days 23:59:40,0 days 00:03:53.518519
910,2021-08-28 00:00:00+02:00,day,869,867,868,2 days 10:41:05,2 days 07:44:15,2 days 06:08:15,2 days 09:22:05,2 days 05:07:40,2 days 07:25:50,0 days 00:04:03.112773
910,2021-08-29 00:00:00+02:00,day,582,581,582,1 days 08:08:00,1 days 07:49:35,1 days 06:49:00,1 days 08:08:00,1 days 06:49:00,1 days 07:49:35,0 days 00:03:18.762887
910,2021-08-30 00:00:00+02:00,day,274,274,274,1 days 11:04:30,1 days 11:04:30,1 days 11:04:30,1 days 11:04:30,1 days 11:04:30,1 days 11:04:30,0 days 00:07:40.839416
910,2021-09-01 00:00:00+02:00,day,4,4,4,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:00:30
910,2021-09-02 00:00:00+02:00,day,5,5,5,0 days 00:02:30,0 days 00:02:30,0 days 00:02:30,0 days 00:02:30,0 days 00:02:30,0 days 00:02:30,0 days 00:00:30
