id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
1121191,294,1296,2021-09-10 00:00:00+02:00,day,7,,0,0 days
1014721,294,1296,2021-08-11 00:00:00+02:00,day,115,,0,0 days
1049318,294,1296,2021-08-20 00:00:00+02:00,day,95,,0,0 days
1243745,294,1296,2021-10-17 00:00:00+02:00,day,300,,0,0 days
1137518,294,1296,2021-09-15 00:00:00+02:00,day,15,,0,0 days
1208726,294,1296,2021-10-04 00:00:00+02:00,day,95,,0,0 days
1165246,294,1296,2021-09-23 00:00:00+02:00,day,5,,0,0 days
1273949,294,1296,2021-10-25 00:00:00+02:00,day,15,,0,0 days
1270687,294,1296,2021-10-24 00:00:00+02:00,day,347,,0,0 days
1247596,294,1296,2021-10-18 00:00:00+02:00,day,797,,0,0 days
1251082,294,1296,2021-10-19 00:00:00+02:00,day,194,,0,0 days
1370116,294,1296,2021-11-17 00:00:00+01:00,day,165,,0,0 days
1445853,294,1296,2021-12-08 00:00:00+01:00,day,10,,0,0 days
