id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
1442707,294,912,2021-12-08 19:00:00+01:00,hour,253,-1 days +23:53:51.814003,0,0 days 00:00:00
1267072,294,912,2021-10-24 07:00:00+02:00,hour,23,-1 days +23:51:10.976536,0,0 days 00:00:00
