visit_class_id,time,range,visit_count,visit_starts,visit_ends,total_presence_dwell,total_bucket_dwell,presence_dwell_starts,presence_dwell_ends,bucket_dwell_starts,bucket_dwell_ends,avg_dwell
1457,2021-08-01 00:00:00+02:00,day,207,207,207,0 days 12:23:20,0 days 12:23:20,0 days 12:23:20,0 days 12:23:20,0 days 12:23:20,0 days 12:23:20,0 days 00:03:35.458937
1457,2021-08-02 00:00:00+02:00,day,265,265,265,0 days 19:21:45,0 days 19:21:45,0 days 19:21:45,0 days 19:21:45,0 days 19:21:45,0 days 19:21:45,0 days 00:04:23.037736
1457,2021-08-03 00:00:00+02:00,day,280,280,280,1 days 00:00:00,1 days 00:00:00,1 days 00:00:00,1 days 00:00:00,1 days 00:00:00,1 days 00:00:00,0 days 00:05:08.571429
1457,2021-08-04 00:00:00+02:00,day,269,269,269,0 days 18:10:55,0 days 18:10:55,0 days 18:10:55,0 days 18:10:55,0 days 18:10:55,0 days 18:10:55,0 days 00:04:03.327138
1457,2021-08-05 00:00:00+02:00,day,263,263,263,0 days 17:47:30,0 days 17:47:30,0 days 17:47:30,0 days 17:47:30,0 days 17:47:30,0 days 17:47:30,0 days 00:04:03.536122
1457,2021-08-06 00:00:00+02:00,day,306,306,304,0 days 15:05:15,0 days 14:51:05,0 days 15:05:15,0 days 14:37:40,0 days 14:51:05,0 days 14:37:40,0 days 00:02:57.500000
1457,2021-08-07 00:00:00+02:00,day,210,208,210,0 days 03:32:10,0 days 03:18:45,0 days 03:04:35,0 days 03:32:10,0 days 03:04:35,0 days 03:18:45,0 days 00:01:00.619048
1457,2021-08-08 00:00:00+02:00,day,220,220,220,0 days 09:22:35,0 days 09:22:35,0 days 09:22:35,0 days 09:22:35,0 days 09:22:35,0 days 09:22:35,0 days 00:02:33.431818
1457,2021-08-09 00:00:00+02:00,day,346,346,346,1 days 09:54:15,1 days 09:54:15,1 days 09:54:15,1 days 09:54:15,1 days 09:54:15,1 days 09:54:15,0 days 00:05:52.760116
1457,2021-08-10 00:00:00+02:00,day,9,9,9,0 days 00:19:00,0 days 00:19:00,0 days 00:19:00,0 days 00:19:00,0 days 00:19:00,0 days 00:19:00,0 days 00:02:06.666667
1457,2021-08-11 00:00:00+02:00,day,12,12,10,0 days 02:05:20,0 days 01:52:35,0 days 02:05:20,0 days 00:26:20,0 days 01:52:35,0 days 00:26:20,0 days 00:10:26.666667
1457,2021-08-12 00:00:00+02:00,day,295,293,295,1 days 01:38:15,1 days 00:12:00,0 days 23:59:15,1 days 01:38:15,0 days 23:59:15,1 days 00:12:00,0 days 00:05:12.864407
1457,2021-08-13 00:00:00+02:00,day,358,358,358,1 days 04:55:35,1 days 04:55:35,1 days 04:55:35,1 days 04:55:35,1 days 04:55:35,1 days 04:55:35,0 days 00:04:50.879888
1457,2021-08-14 00:00:00+02:00,day,251,251,251,0 days 12:15:45,0 days 12:15:45,0 days 12:15:45,0 days 12:15:45,0 days 12:15:45,0 days 12:15:45,0 days 00:02:55.876494
1457,2021-08-15 00:00:00+02:00,day,242,242,241,0 days 07:27:10,0 days 07:26:55,0 days 07:27:10,0 days 07:25:35,0 days 07:26:55,0 days 07:25:35,0 days 00:01:50.867769
1457,2021-08-16 00:00:00+02:00,day,314,313,309,2 days 10:06:20,2 days 02:25:25,2 days 10:04:45,1 days 18:14:50,2 days 02:25:10,1 days 18:13:30,0 days 00:11:06.178344
1457,2021-08-17 00:00:00+02:00,day,16,11,16,0 days 17:48:20,0 days 09:36:25,0 days 01:56:50,0 days 17:48:20,0 days 01:56:50,0 days 09:36:25,0 days 01:06:46.250000
1457,2021-08-19 00:00:00+02:00,day,353,353,352,1 days 09:56:25,1 days 08:19:05,1 days 09:56:25,1 days 07:58:25,1 days 08:19:05,1 days 07:58:25,0 days 00:05:46.133144
1457,2021-08-20 00:00:00+02:00,day,356,355,355,1 days 16:29:50,1 days 15:07:50,1 days 14:31:50,1 days 15:13:45,1 days 13:30:30,1 days 14:53:05,0 days 00:06:49.522472
1457,2021-08-21 00:00:00+02:00,day,265,264,262,1 days 04:31:20,1 days 03:22:25,1 days 03:15:15,0 days 23:25:25,1 days 02:21:05,0 days 23:10:40,0 days 00:06:27.471698
1457,2021-08-22 00:00:00+02:00,day,228,225,228,0 days 16:40:50,0 days 12:29:05,0 days 11:34:55,0 days 16:40:50,0 days 11:34:55,0 days 12:29:05,0 days 00:04:23.377193
1457,2021-08-23 00:00:00+02:00,day,417,417,416,1 days 19:33:25,1 days 19:27:40,1 days 19:33:25,1 days 17:54:00,1 days 19:27:40,1 days 17:54:00,0 days 00:06:16.031175
1457,2021-08-24 00:00:00+02:00,day,400,399,400,2 days 01:25:55,1 days 23:52:15,1 days 23:46:30,2 days 01:25:55,1 days 23:46:30,1 days 23:52:15,0 days 00:07:24.887500
1457,2021-08-25 00:00:00+02:00,day,347,347,347,2 days 05:51:25,2 days 05:51:25,2 days 05:51:25,2 days 05:51:25,2 days 05:51:25,2 days 05:51:25,0 days 00:09:18.746398
