id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
997750,294,909,2021-08-06 00:00:00+02:00,day,5,,0,0 days
1028818,294,909,2021-08-15 00:00:00+02:00,day,2,,0,0 days
1091461,294,909,2021-09-01 00:00:00+02:00,day,2,,0,0 days
1070933,294,909,2021-08-26 00:00:00+02:00,day,30,,0,0 days
1416459,294,909,2021-11-30 00:00:00+01:00,day,5,,0,0 days
1222665,294,909,2021-10-08 00:00:00+02:00,day,55,,0,0 days
1097797,294,909,2021-09-03 00:00:00+02:00,day,22,,0,0 days
1197132,294,909,2021-10-01 00:00:00+02:00,day,55,,0,0 days
1247600,294,909,2021-10-18 00:00:00+02:00,day,15,,0,0 days
1391348,294,909,2021-11-23 00:00:00+01:00,day,5,,0,0 days
1413040,294,909,2021-11-29 00:00:00+01:00,day,10,,0,0 days
1094545,294,909,2021-09-02 00:00:00+02:00,day,30,,0,0 days
1388166,294,909,2021-11-22 00:00:00+01:00,day,5,,0,0 days
1442362,294,909,2021-12-07 00:00:00+01:00,day,25,,0,0 days
1423588,294,909,2021-12-02 00:00:00+01:00,day,5,,0,0 days
1438775,294,909,2021-12-06 00:00:00+01:00,day,20,,0,0 days
1427001,294,909,2021-12-03 00:00:00+01:00,day,10,,0,0 days
1497113,294,909,2021-12-21 00:00:00+01:00,day,5,,0,0 days
1461121,294,909,2021-12-12 00:00:00+01:00,day,5,,0,0 days
1465266,294,909,2021-12-13 00:00:00+01:00,day,15,,0,0 days
1468810,294,909,2021-12-14 00:00:00+01:00,day,10,,0,0 days
1568846,294,909,2022-01-05 00:00:00+01:00,day,10,,0,0 days
1522112,294,909,2021-12-26 00:00:00+01:00,day,5,,0,0 days
1511457,294,909,2021-12-24 00:00:00+01:00,day,20,,0,0 days
1517766,294,909,2021-12-25 00:00:00+01:00,day,17,,0,0 days
1531263,294,909,2021-12-28 00:00:00+01:00,day,15,,0,0 days
1579065,294,909,2022-01-07 00:00:00+01:00,day,5,,0,0 days
1587555,294,909,2022-01-09 00:00:00+01:00,day,20,,0,0 days
1583280,294,909,2022-01-08 00:00:00+01:00,day,15,,0,0 days
1591175,294,909,2022-01-10 00:00:00+01:00,day,10,,0,0 days
1622671,294,909,2022-01-18 00:00:00+01:00,day,20,,0,0 days
1595234,294,909,2022-01-11 00:00:00+01:00,day,5,,0,0 days
1629681,294,909,2022-01-20 00:00:00+01:00,day,5,,0,0 days
