id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
978691,294,910,2021-08-01 05:00:00+02:00,hour,17,0 days 00:05:21.190476,0,0 days 00:00:00
994921,294,910,2021-08-06 01:00:00+02:00,hour,7,0 days 00:17:07.222222,0,0 days 00:00:00
991656,294,910,2021-08-05 05:00:00+02:00,hour,11,0 days 00:22:27.625000,0,0 days 00:00:00
984974,294,910,2021-08-03 05:00:00+02:00,hour,5,0 days 00:10:40,0,0 days 00:00:00
984975,294,910,2021-08-03 14:00:00+02:00,hour,175,0 days 00:08:24.095004,0,0 days 00:00:00
984976,294,910,2021-08-03 16:00:00+02:00,hour,121,0 days 00:02:47.444246,0,0 days 00:00:00
981587,294,910,2021-08-02 01:00:00+02:00,hour,7,0 days 00:12:10,0,0 days 00:00:00
981588,294,910,2021-08-02 04:00:00+02:00,hour,7,0 days 00:12:17.500000,0,0 days 00:00:00
981589,294,910,2021-08-02 05:00:00+02:00,hour,11,0 days 00:05:59,0,0 days 00:00:00
981590,294,910,2021-08-02 06:00:00+02:00,hour,11,0 days 00:07:29,0,0 days 00:00:00
1003830,294,910,2021-08-09 01:00:00+02:00,hour,7,0 days 00:12:10,0,0 days 00:00:00
1001031,294,910,2021-08-08 05:00:00+02:00,hour,17,0 days 00:05:21.190476,0,0 days 00:00:00
1003831,294,910,2021-08-09 04:00:00+02:00,hour,7,0 days 00:12:17.500000,0,0 days 00:00:00
1003832,294,910,2021-08-09 05:00:00+02:00,hour,11,0 days 00:05:59,0,0 days 00:00:00
1003833,294,910,2021-08-09 06:00:00+02:00,hour,11,0 days 00:07:29,0,0 days 00:00:00
1003834,294,910,2021-08-09 08:00:00+02:00,hour,56,0 days 00:14:57.625000,0,0 days 00:00:00
1042071,294,910,2021-08-19 00:00:00+02:00,hour,25,0 days 00:02:24.500000,0,0 days 00:00:00
1007431,294,910,2021-08-10 05:00:00+02:00,hour,5,0 days 00:10:40,0,0 days 00:00:00
1007432,294,910,2021-08-10 18:00:00+02:00,hour,120,0 days 00:01:37.606944,0,0 days 00:00:00
1025997,294,910,2021-08-15 00:00:00+02:00,hour,83,0 days 00:04:47.786036,0,0 days 00:00:00
1025998,294,910,2021-08-15 05:00:00+02:00,hour,17,0 days 00:03:29.714286,0,0 days 00:00:00
1029273,294,910,2021-08-16 01:00:00+02:00,hour,7,0 days 00:10:14.047619,0,0 days 00:00:00
1029274,294,910,2021-08-16 03:00:00+02:00,hour,10,0 days 00:00:30,0,0 days 00:00:00
1029275,294,910,2021-08-16 04:00:00+02:00,hour,7,0 days 00:10:57.857143,0,0 days 00:00:00
1029276,294,910,2021-08-16 05:00:00+02:00,hour,11,0 days 00:05:12,0,0 days 00:00:00
1029277,294,910,2021-08-16 06:00:00+02:00,hour,11,0 days 00:06:48.857143,0,0 days 00:00:00
