id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
1270688,294,912,2021-10-24 00:00:00+02:00,day,23,,0,0 days
1445855,294,912,2021-12-08 00:00:00+01:00,day,253,,0,0 days
