visit_class_id,time,range,visit_count,visit_starts,visit_ends,total_presence_dwell,total_bucket_dwell,presence_dwell_starts,presence_dwell_ends,bucket_dwell_starts,bucket_dwell_ends,avg_dwell
928,2021-08-01 00:00:00+02:00,day,202,201,202,0 days 05:46:20,0 days 05:41:20,0 days 05:27:40,0 days 05:46:20,0 days 05:27:40,0 days 05:41:20,0 days 00:01:42.871287
928,2021-08-02 00:00:00+02:00,day,275,275,275,0 days 21:37:00,0 days 21:37:00,0 days 21:37:00,0 days 21:37:00,0 days 21:37:00,0 days 21:37:00,0 days 00:04:42.981818
928,2021-08-03 00:00:00+02:00,day,326,326,325,0 days 19:02:40,0 days 18:10:45,0 days 19:02:40,0 days 16:24:05,0 days 18:10:45,0 days 16:24:05,0 days 00:03:30.306748
928,2021-08-04 00:00:00+02:00,day,386,385,386,1 days 03:15:10,1 days 01:28:30,1 days 00:36:35,1 days 03:15:10,1 days 00:36:35,1 days 01:28:30,0 days 00:04:14.170984
928,2021-08-05 00:00:00+02:00,day,337,337,335,1 days 00:53:20,1 days 00:40:10,1 days 00:53:20,1 days 00:18:10,1 days 00:40:10,1 days 00:18:10,0 days 00:04:25.875371
928,2021-08-06 00:00:00+02:00,day,381,379,381,0 days 22:00:00,0 days 21:38:00,0 days 21:24:50,0 days 22:00:00,0 days 21:24:50,0 days 21:38:00,0 days 00:03:27.874016
928,2021-08-07 00:00:00+02:00,day,354,354,354,0 days 13:33:35,0 days 13:33:35,0 days 13:33:35,0 days 13:33:35,0 days 13:33:35,0 days 13:33:35,0 days 00:02:17.895480
928,2021-08-08 00:00:00+02:00,day,173,173,172,0 days 20:34:45,0 days 20:16:25,0 days 20:34:45,0 days 20:16:10,0 days 20:16:25,0 days 20:16:10,0 days 00:07:08.236994
928,2021-08-09 00:00:00+02:00,day,293,292,293,0 days 17:02:20,0 days 17:02:05,0 days 16:43:45,0 days 17:02:20,0 days 16:43:45,0 days 17:02:05,0 days 00:03:29.351536
928,2021-08-10 00:00:00+02:00,day,316,316,316,0 days 16:38:35,0 days 16:38:35,0 days 16:38:35,0 days 16:38:35,0 days 16:38:35,0 days 16:38:35,0 days 00:03:09.604430
928,2021-08-11 00:00:00+02:00,day,343,343,343,0 days 17:21:25,0 days 17:21:25,0 days 17:21:25,0 days 17:21:25,0 days 17:21:25,0 days 17:21:25,0 days 00:03:02.172012
928,2021-08-12 00:00:00+02:00,day,329,329,329,0 days 17:48:25,0 days 17:48:25,0 days 17:48:25,0 days 17:48:25,0 days 17:48:25,0 days 17:48:25,0 days 00:03:14.848024
928,2021-08-13 00:00:00+02:00,day,332,332,332,0 days 16:54:50,0 days 16:54:50,0 days 16:54:50,0 days 16:54:50,0 days 16:54:50,0 days 16:54:50,0 days 00:03:03.403614
928,2021-08-14 00:00:00+02:00,day,410,410,408,0 days 22:06:10,0 days 21:58:15,0 days 22:06:10,0 days 21:38:55,0 days 21:58:15,0 days 21:38:55,0 days 00:03:14.073171
928,2021-08-15 00:00:00+02:00,day,238,236,237,0 days 20:10:05,0 days 19:35:50,0 days 19:42:50,0 days 17:53:00,0 days 19:27:55,0 days 17:33:40,0 days 00:05:05.063025
928,2021-08-16 00:00:00+02:00,day,295,294,293,0 days 19:22:55,0 days 17:04:30,0 days 17:05:50,0 days 18:33:05,0 days 16:49:35,0 days 16:30:55,0 days 00:03:56.525424
