id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
1003851,294,1460,2021-08-09 09:00:00+02:00,hour,35,0 days 00:04:00.392699,0,0 days 00:00:00
981595,294,1460,2021-08-02 19:00:00+02:00,hour,30,0 days 00:12:40.556019,0,0 days 00:00:00
1011181,294,1460,2021-08-11 07:00:00+02:00,hour,20,0 days 00:31:55.133972,0,0 days 00:00:00
1011182,294,1460,2021-08-11 15:00:00+02:00,hour,92,0 days 00:08:09.480286,0,0 days 00:00:00
1094924,294,1460,2021-09-03 13:00:00+02:00,hour,72,0 days 00:03:12.151585,0,0 days 00:00:00
1042079,294,1460,2021-08-19 22:00:00+02:00,hour,5,0 days 00:07:03.746393,0,0 days 00:00:00
1128879,294,1460,2021-09-13 02:00:00+02:00,hour,7,0 days 01:48:07.500000,0,0 days 00:00:00
1111753,294,1460,2021-09-08 15:00:00+02:00,hour,92,0 days 00:07:16.346559,0,0 days 00:00:00
1267111,294,1460,2021-10-24 06:00:00+02:00,hour,10,0 days 00:00:53.571429,0,0 days 00:00:00
1216599,294,1460,2021-10-07 13:00:00+02:00,hour,135,0 days 00:15:41.596240,0,0 days 00:00:00
1134892,294,1460,2021-09-15 13:00:00+02:00,hour,160,0 days 00:07:23.355891,0,0 days 00:00:00
1267112,294,1460,2021-10-24 08:00:00+02:00,hour,10,0 days 00:02:21.666667,0,0 days 00:00:00
1267113,294,1460,2021-10-24 09:00:00+02:00,hour,15,0 days 00:01:12.285714,0,0 days 00:00:00
1267114,294,1460,2021-10-24 10:00:00+02:00,hour,20,0 days 00:01:02.392857,0,0 days 00:00:00
1267115,294,1460,2021-10-24 11:00:00+02:00,hour,30,0 days 00:01:24.642857,0,0 days 00:00:00
1267116,294,1460,2021-10-24 13:00:00+02:00,hour,60,0 days 00:04:54.851377,0,0 days 00:00:00
1267117,294,1460,2021-10-24 14:00:00+02:00,hour,85,0 days 00:09:51.210240,0,0 days 00:00:00
1267118,294,1460,2021-10-24 15:00:00+02:00,hour,70,0 days 00:09:53.545578,0,0 days 00:00:00
1267119,294,1460,2021-10-24 16:00:00+02:00,hour,70,0 days 00:14:19.547496,0,0 days 00:00:00
1267120,294,1460,2021-10-24 17:00:00+02:00,hour,75,0 days 00:10:53.081548,0,0 days 00:00:00
1267121,294,1460,2021-10-24 18:00:00+02:00,hour,60,0 days 00:14:18.028770,0,0 days 00:00:00
1267122,294,1460,2021-10-24 19:00:00+02:00,hour,50,0 days 00:12:28.634946,0,0 days 00:00:00
1267123,294,1460,2021-10-24 20:00:00+02:00,hour,45,0 days 00:19:17.911255,0,0 days 00:00:00
1267124,294,1460,2021-10-24 22:00:00+02:00,hour,30,0 days 00:25:32.778912,0,0 days 00:00:00
1267125,294,1460,2021-10-24 23:00:00+02:00,hour,20,0 days 00:39:22.738095,0,0 days 00:00:00
1274518,294,1460,2021-10-26 05:00:00+02:00,hour,10,0 days 00:44:23.928571,0,0 days 00:00:00
1271078,294,1460,2021-10-25 03:00:00+02:00,hour,10,0 days 00:06:48.333333,0,0 days 00:00:00
1271079,294,1460,2021-10-25 07:00:00+02:00,hour,75,0 days 00:00:49.911139,0,0 days 00:00:00
1271080,294,1460,2021-10-25 08:00:00+02:00,hour,92,0 days 00:00:56.461958,0,0 days 00:00:00
1271081,294,1460,2021-10-25 09:00:00+02:00,hour,75,0 days 00:02:44.774519,0,0 days 00:00:00
1271082,294,1460,2021-10-25 10:00:00+02:00,hour,130,0 days 00:02:36.404500,0,0 days 00:00:00
1271083,294,1460,2021-10-25 11:00:00+02:00,hour,125,0 days 00:01:50.299709,0,0 days 00:00:00
1271084,294,1460,2021-10-25 12:00:00+02:00,hour,152,0 days 00:01:52.014682,0,0 days 00:00:00
1271085,294,1460,2021-10-25 13:00:00+02:00,hour,135,0 days 00:01:49.509635,0,0 days 00:00:00
1271086,294,1460,2021-10-25 14:00:00+02:00,hour,135,0 days 00:03:53.942188,0,0 days 00:00:00
1271087,294,1460,2021-10-25 15:00:00+02:00,hour,185,0 days 00:02:36.590115,0,0 days 00:00:00
1271088,294,1460,2021-10-25 17:00:00+02:00,hour,102,0 days 00:07:40.265218,0,0 days 00:00:00
