id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
1010804,294,1457,2021-08-09 22:00:00+00:00,day,595,,0,0 days
1014720,294,1457,2021-08-10 22:00:00+00:00,day,594,,0,0 days
1033329,294,1457,2021-08-15 22:00:00+00:00,day,45,,0,0 days
1121186,294,1457,2021-09-09 22:00:00+00:00,day,10,,0,0 days
1088121,294,1457,2021-08-30 22:00:00+00:00,day,102,,0,0 days
1037480,294,1457,2021-08-16 22:00:00+00:00,day,592,,0,0 days
1041593,294,1457,2021-08-17 22:00:00+00:00,day,594,,0,0 days
1117867,294,1457,2021-09-08 22:00:00+00:00,day,102,,0,0 days
1128504,294,1457,2021-09-11 22:00:00+00:00,day,3,,0,0 days
1255090,294,1457,2021-10-19 22:00:00+00:00,day,220,,0,0 days
