id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
981188,294,921,2021-08-01 00:00:00+02:00,day,2,,0,0 days
1091463,294,921,2021-09-01 00:00:00+02:00,day,7,,0,0 days
994556,294,921,2021-08-05 00:00:00+02:00,day,5,,0,0 days
1022580,294,921,2021-08-13 00:00:00+02:00,day,7,,0,0 days
1028820,294,921,2021-08-15 00:00:00+02:00,day,14,,0,0 days
1041601,294,921,2021-08-18 00:00:00+02:00,day,7,,0,0 days
1045321,294,921,2021-08-19 00:00:00+02:00,day,2,,0,0 days
1049320,294,921,2021-08-20 00:00:00+02:00,day,5,,0,0 days
1056220,294,921,2021-08-22 00:00:00+02:00,day,6,,0,0 days
984648,294,921,2021-08-02 00:00:00+02:00,day,2,,0,0 days
997743,294,921,2021-08-06 00:00:00+02:00,day,5,,0,0 days
1007079,294,921,2021-08-09 00:00:00+02:00,day,34,,0,0 days
1010798,294,921,2021-08-10 00:00:00+02:00,day,2,,0,0 days
1018549,294,921,2021-08-12 00:00:00+02:00,day,17,,0,0 days
1037486,294,921,2021-08-17 00:00:00+02:00,day,4,,0,0 days
1067640,294,921,2021-08-25 00:00:00+02:00,day,5,,0,0 days
1070935,294,921,2021-08-26 00:00:00+02:00,day,2,,0,0 days
1074333,294,921,2021-08-27 00:00:00+02:00,day,7,,0,0 days
1003435,294,921,2021-08-08 00:00:00+02:00,day,4,,0,0 days
1097800,294,921,2021-09-03 00:00:00+02:00,day,5,,0,0 days
1094547,294,921,2021-09-02 00:00:00+02:00,day,2,,0,0 days
1101111,294,921,2021-09-04 00:00:00+02:00,day,2,,0,0 days
1114630,294,921,2021-09-08 00:00:00+02:00,day,78,,0,0 days
1108349,294,921,2021-09-06 00:00:00+02:00,day,5,,0,0 days
1111333,294,921,2021-09-07 00:00:00+02:00,day,54,,0,0 days
1124728,294,921,2021-09-11 00:00:00+02:00,day,163,,0,0 days
1121193,294,921,2021-09-10 00:00:00+02:00,day,97,,0,0 days
1117874,294,921,2021-09-09 00:00:00+02:00,day,47,,0,0 days
1128510,294,921,2021-09-12 00:00:00+02:00,day,64,,0,0 days
1314356,294,921,2021-11-04 00:00:00+01:00,day,90,,0,0 days
1131506,294,921,2021-09-13 00:00:00+02:00,day,22,,0,0 days
1157539,294,921,2021-09-21 00:00:00+02:00,day,5,,0,0 days
