id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
1229819,294,1458,2021-10-11 07:00:00+02:00,hour,5,0 days 00:01:26.609734,0,0 days 00:00:00
1064400,294,1458,2021-08-25 03:00:00+02:00,hour,5,0 days 00:04:15,0,0 days 00:00:00
1071336,294,1458,2021-08-27 23:00:00+02:00,hour,42,0 days 00:04:04.944062,0,0 days 00:00:00
1173473,294,1458,2021-09-26 03:00:00+02:00,hour,15,0 days 00:11:45.993282,0,0 days 00:00:00
1173474,294,1458,2021-09-26 13:00:00+02:00,hour,195,0 days 00:02:29.625271,0,0 days 00:00:00
1193483,294,1458,2021-10-01 07:00:00+02:00,hour,290,0 days 00:00:44.766711,0,0 days 00:00:00
1053247,294,1458,2021-08-22 03:00:00+02:00,hour,17,0 days 00:03:10.643446,0,0 days 00:00:00
1216598,294,1458,2021-10-07 12:00:00+02:00,hour,340,0 days 00:02:00.656333,0,0 days 00:00:00
1251522,294,1458,2021-10-20 02:00:00+02:00,hour,17,0 days 00:01:46.319444,0,0 days 00:00:00
1370556,294,1458,2021-11-18 17:00:00+01:00,hour,5,0 days 00:01:58.060624,0,0 days 00:00:00
1442706,294,1458,2021-12-08 19:00:00+01:00,hour,35,0 days 00:00:47.493285,0,0 days 00:00:00
1314747,294,1458,2021-11-05 08:00:00+01:00,hour,250,0 days 00:02:08.883045,0,0 days 00:00:00
1409909,294,1458,2021-11-29 14:00:00+01:00,hour,340,0 days 00:02:44.200270,0,0 days 00:00:00
1409910,294,1458,2021-11-29 23:00:00+01:00,hour,30,0 days 00:03:53.191095,0,0 days 00:00:00
