id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
1074332,294,1458,2021-08-27 00:00:00+02:00,day,42,,0,0 days
1056217,294,1458,2021-08-22 00:00:00+02:00,day,17,,0,0 days
1067637,294,1458,2021-08-25 00:00:00+02:00,day,5,,0,0 days
1413038,294,1458,2021-11-29 00:00:00+01:00,day,370,,0,0 days
1177667,294,1458,2021-09-26 00:00:00+02:00,day,210,,0,0 days
1197130,294,1458,2021-10-01 00:00:00+02:00,day,290,,0,0 days
1232626,294,1458,2021-10-11 00:00:00+02:00,day,5,,0,0 days
1318207,294,1458,2021-11-05 00:00:00+01:00,day,250,,0,0 days
1219555,294,1458,2021-10-07 00:00:00+02:00,day,340,,0,0 days
1255091,294,1458,2021-10-20 00:00:00+02:00,day,17,,0,0 days
1373626,294,1458,2021-11-18 00:00:00+01:00,day,5,,0,0 days
1445854,294,1458,2021-12-08 00:00:00+01:00,day,35,,0,0 days
