id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
1114631,294,924,2021-09-08 00:00:00+02:00,day,85,,0,0 days
981189,294,924,2021-08-01 00:00:00+02:00,day,40,,0,0 days
1041602,294,924,2021-08-18 00:00:00+02:00,day,163,,0,0 days
1018550,294,924,2021-08-12 00:00:00+02:00,day,141,,0,0 days
1037487,294,924,2021-08-17 00:00:00+02:00,day,531,,0,0 days
1094548,294,924,2021-09-02 00:00:00+02:00,day,3,,0,0 days
1117875,294,924,2021-09-09 00:00:00+02:00,day,72,,0,0 days
1134552,294,924,2021-09-14 00:00:00+02:00,day,410,,0,0 days
1344123,294,924,2021-11-11 00:00:00+01:00,day,3320,,0,0 days
1201294,294,924,2021-10-02 00:00:00+02:00,day,1775,,0,0 days
1255093,294,924,2021-10-20 00:00:00+02:00,day,312,,0,0 days
1306150,294,924,2021-11-02 00:00:00+01:00,day,2615,,0,0 days
1348530,294,924,2021-11-12 00:00:00+01:00,day,170,,0,0 days
1595235,294,924,2022-01-11 00:00:00+01:00,day,35,,0,0 days
1353024,294,924,2021-11-13 00:00:00+01:00,day,5,,0,0 days
1394985,294,924,2021-11-24 00:00:00+01:00,day,2140,,0,0 days
