id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
1277826,294,928,2021-10-27 07:00:00+02:00,hour,5,0 days 00:00:22.560297,0,0 days 00:00:00
1053248,294,928,2021-08-22 01:00:00+02:00,hour,15,0 days 00:08:35.921537,0,0 days 00:00:00
1001044,294,928,2021-08-08 15:00:00+02:00,hour,55,0 days 00:03:39.834729,0,0 days 00:00:00
1049644,294,928,2021-08-21 09:00:00+02:00,hour,20,0 days 00:11:19.740079,0,0 days 00:00:00
1049645,294,928,2021-08-21 13:00:00+02:00,hour,3,0 days 00:03:06.413896,0,0 days 00:00:00
1140820,294,928,2021-09-17 08:00:00+02:00,hour,50,0 days 00:05:49.774966,0,0 days 00:00:00
1140821,294,928,2021-09-17 13:00:00+02:00,hour,170,0 days 00:03:56.418603,0,0 days 00:00:00
1209350,294,928,2021-10-05 15:00:00+02:00,hour,165,0 days 00:05:29.008119,0,0 days 00:00:00
1064401,294,928,2021-08-25 07:00:00+02:00,hour,10,0 days 00:02:47.572279,0,0 days 00:00:00
1064402,294,928,2021-08-25 15:00:00+02:00,hour,75,0 days 00:06:27.090327,0,0 days 00:00:00
1277827,294,928,2021-10-27 15:00:00+02:00,hour,145,0 days 00:06:59.673489,0,0 days 00:00:00
1697658,294,928,2022-02-13 08:00:00+01:00,hour,25,0 days 00:21:09.152381,0,0 days 00:00:00
1694500,294,928,2022-02-12 02:00:00+01:00,hour,17,0 days 00:21:10.439085,0,0 days 00:00:00
1694501,294,928,2022-02-12 03:00:00+01:00,hour,20,0 days 00:08:35.931013,0,0 days 00:00:00
1694502,294,928,2022-02-12 04:00:00+01:00,hour,20,0 days 00:06:11.928571,0,0 days 00:00:00
1694503,294,928,2022-02-12 06:00:00+01:00,hour,15,0 days 00:02:05.229592,0,0 days 00:00:00
1694504,294,928,2022-02-12 07:00:00+01:00,hour,15,0 days 00:02:33.357143,0,0 days 00:00:00
1694505,294,928,2022-02-12 09:00:00+01:00,hour,35,0 days 00:05:50.678271,0,0 days 00:00:00
1694506,294,928,2022-02-12 10:00:00+01:00,hour,5,0 days 00:07:44.700471,0,0 days 00:00:00
1694507,294,928,2022-02-12 11:00:00+01:00,hour,90,0 days 00:07:32.979667,0,0 days 00:00:00
1694508,294,928,2022-02-12 12:00:00+01:00,hour,115,0 days 00:06:12.021248,0,0 days 00:00:00
1694509,294,928,2022-02-12 13:00:00+01:00,hour,155,0 days 00:05:35.102863,0,0 days 00:00:00
1694510,294,928,2022-02-12 14:00:00+01:00,hour,150,0 days 00:06:11.909253,0,0 days 00:00:00
1694511,294,928,2022-02-12 15:00:00+01:00,hour,115,0 days 00:08:22.111846,0,0 days 00:00:00
1694512,294,928,2022-02-12 16:00:00+01:00,hour,5,0 days 00:06:53.355881,0,0 days 00:00:00
1694513,294,928,2022-02-12 17:00:00+01:00,hour,75,0 days 00:08:44.348552,0,0 days 00:00:00
1694514,294,928,2022-02-12 19:00:00+01:00,hour,70,0 days 00:16:23.754685,0,0 days 00:00:00
1694515,294,928,2022-02-12 21:00:00+01:00,hour,73,0 days 00:23:43.354176,0,0 days 00:00:00
1694516,294,928,2022-02-12 23:00:00+01:00,hour,40,0 days 00:12:40.852976,0,0 days 00:00:00
1307054,294,928,2021-11-03 08:00:00+01:00,hour,45,0 days 00:02:01.805736,0,0 days 00:00:00
1314746,294,928,2021-11-05 13:00:00+01:00,hour,40,0 days 00:00:15.625858,0,0 days 00:00:00
1697659,294,928,2022-02-13 10:00:00+01:00,hour,30,0 days 00:19:34.967617,0,0 days 00:00:00
1697660,294,928,2022-02-13 11:00:00+01:00,hour,50,0 days 00:13:22.429616,0,0 days 00:00:00
1697661,294,928,2022-02-13 12:00:00+01:00,hour,60,0 days 00:09:42.945381,0,0 days 00:00:00
1697662,294,928,2022-02-13 13:00:00+01:00,hour,87,0 days 00:04:46.650487,0,0 days 00:00:00
1697663,294,928,2022-02-13 14:00:00+01:00,hour,72,0 days 00:07:49.047150,0,0 days 00:00:00
1697664,294,928,2022-02-13 15:00:00+01:00,hour,85,0 days 00:10:39.554739,0,0 days 00:00:00
1697665,294,928,2022-02-13 16:00:00+01:00,hour,62,0 days 00:12:40.290228,0,0 days 00:00:00
1697666,294,928,2022-02-13 17:00:00+01:00,hour,5,0 days 00:15:42.426594,0,0 days 00:00:00
1697667,294,928,2022-02-13 18:00:00+01:00,hour,65,0 days 00:12:02.174157,0,0 days 00:00:00
