id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
1111752,294,924,2021-09-08 09:00:00+02:00,hour,85,0 days 00:01:51.222436,0,0 days 00:00:00
978693,294,924,2021-08-01 21:00:00+02:00,hour,40,0 days 00:01:48.517933,0,0 days 00:00:00
1015149,294,924,2021-08-12 06:00:00+02:00,hour,32,0 days 00:05:43.944493,0,0 days 00:00:00
1015150,294,924,2021-08-12 07:00:00+02:00,hour,42,0 days 00:05:19.241484,0,0 days 00:00:00
1015151,294,924,2021-08-12 09:00:00+02:00,hour,67,0 days 00:06:29.867684,0,0 days 00:00:00
1033836,294,924,2021-08-17 07:00:00+02:00,hour,55,0 days 00:02:29.367182,0,0 days 00:00:00
1033837,294,924,2021-08-17 17:00:00+02:00,hour,135,0 days 00:01:58.275573,0,0 days 00:00:00
1033838,294,924,2021-08-17 18:00:00+02:00,hour,102,0 days 00:01:40.658743,0,0 days 00:00:00
1038033,294,924,2021-08-18 00:00:00+02:00,hour,8,0 days 00:00:45,0,0 days 00:00:00
1038034,294,924,2021-08-18 01:00:00+02:00,hour,5,0 days 00:00:35,0,0 days 00:00:00
1038035,294,924,2021-08-18 04:00:00+02:00,hour,5,0 days 00:40:13,0,0 days 00:00:00
1038036,294,924,2021-08-18 05:00:00+02:00,hour,10,0 days 00:07:25.166667,0,0 days 00:00:00
1038037,294,924,2021-08-18 06:00:00+02:00,hour,35,0 days 00:02:34.213517,0,0 days 00:00:00
1038038,294,924,2021-08-18 07:00:00+02:00,hour,50,0 days 00:02:33.486328,0,0 days 00:00:00
1038039,294,924,2021-08-18 08:00:00+02:00,hour,50,0 days 00:01:28.607476,0,0 days 00:00:00
1091803,294,924,2021-09-02 13:00:00+02:00,hour,3,0 days 00:04:37.008479,0,0 days 00:00:00
1033839,294,924,2021-08-17 19:00:00+02:00,hour,82,0 days 00:01:54.113799,0,0 days 00:00:00
1033840,294,924,2021-08-17 20:00:00+02:00,hour,67,0 days 00:01:39.929288,0,0 days 00:00:00
1033841,294,924,2021-08-17 21:00:00+02:00,hour,45,0 days 00:02:06.710697,0,0 days 00:00:00
1033842,294,924,2021-08-17 22:00:00+02:00,hour,25,0 days 00:03:05.729076,0,0 days 00:00:00
1033843,294,924,2021-08-17 23:00:00+02:00,hour,20,0 days 00:03:00.956633,0,0 days 00:00:00
1251524,294,924,2021-10-20 07:00:00+02:00,hour,312,0 days 00:01:29.315654,0,0 days 00:00:00
1235223,294,924,2021-10-15 07:00:00+02:00,hour,5,0 days 00:01:43.095354,0,0 days 00:00:00
1235224,294,924,2021-10-15 21:00:00+02:00,hour,95,0 days 00:01:36.589052,0,0 days 00:00:00
1115103,294,924,2021-09-09 09:00:00+02:00,hour,72,0 days 00:05:12.849640,0,0 days 00:00:00
1131847,294,924,2021-09-14 13:00:00+02:00,hour,5,0 days 00:02:43.015647,0,0 days 00:00:00
1131848,294,924,2021-09-14 15:00:00+02:00,hour,405,0 days 00:02:27.622837,0,0 days 00:00:00
1197467,294,924,2021-10-02 12:00:00+02:00,hour,305,0 days 00:01:33.692683,0,0 days 00:00:00
1197468,294,924,2021-10-02 13:00:00+02:00,hour,365,0 days 00:01:33.201437,0,0 days 00:00:00
1197469,294,924,2021-10-02 15:00:00+02:00,hour,340,0 days 00:01:44.202544,0,0 days 00:00:00
1197470,294,924,2021-10-02 16:00:00+02:00,hour,365,0 days 00:01:47.044694,0,0 days 00:00:00
1197471,294,924,2021-10-02 19:00:00+02:00,hour,105,0 days 00:02:48.791956,0,0 days 00:00:00
1197472,294,924,2021-10-02 21:00:00+02:00,hour,100,0 days 00:01:24.316797,0,0 days 00:00:00
1197473,294,924,2021-10-02 22:00:00+02:00,hour,110,0 days 00:01:30.387113,0,0 days 00:00:00
1197474,294,924,2021-10-02 23:00:00+02:00,hour,85,0 days 00:01:25.352384,0,0 days 00:00:00
1201655,294,924,2021-10-03 00:00:00+02:00,hour,70,0 days 00:02:27.789384,0,0 days 00:00:00
1201656,294,924,2021-10-03 01:00:00+02:00,hour,5,0 days 00:00:01.315497,0,0 days 00:00:00
1201657,294,924,2021-10-03 03:00:00+02:00,hour,45,0 days 00:01:18.267161,0,0 days 00:00:00
1344591,294,924,2021-11-12 20:00:00+01:00,hour,105,0 days 00:01:42.813491,0,0 days 00:00:00
1340434,294,924,2021-11-11 05:00:00+01:00,hour,35,0 days 00:00:43.089286,0,0 days 00:00:00
