id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
984647,294,910,2021-08-02 00:00:00+02:00,day,36,,0,0 days
981187,294,910,2021-08-01 00:00:00+02:00,day,17,,0,0 days
1007078,294,910,2021-08-09 00:00:00+02:00,day,92,,0,0 days
994555,294,910,2021-08-05 00:00:00+02:00,day,11,,0,0 days
997742,294,910,2021-08-06 00:00:00+02:00,day,7,,0,0 days
1003434,294,910,2021-08-08 00:00:00+02:00,day,17,,0,0 days
987848,294,910,2021-08-03 00:00:00+02:00,day,301,,0,0 days
1010797,294,910,2021-08-10 00:00:00+02:00,day,125,,0,0 days
1022579,294,910,2021-08-13 00:00:00+02:00,day,141,,0,0 days
1014710,294,910,2021-08-11 00:00:00+02:00,day,123,,0,0 days
1018548,294,910,2021-08-12 00:00:00+02:00,day,220,,0,0 days
1037485,294,910,2021-08-17 00:00:00+02:00,day,307,,0,0 days
1025647,294,910,2021-08-14 00:00:00+02:00,day,55,,0,0 days
1028819,294,910,2021-08-15 00:00:00+02:00,day,100,,0,0 days
1033334,294,910,2021-08-16 00:00:00+02:00,day,297,,0,0 days
1049319,294,910,2021-08-20 00:00:00+02:00,day,158,,0,0 days
1041600,294,910,2021-08-18 00:00:00+02:00,day,280,,0,0 days
1045320,294,910,2021-08-19 00:00:00+02:00,day,120,,0,0 days
1052865,294,910,2021-08-21 00:00:00+02:00,day,150,,0,0 days
1056219,294,910,2021-08-22 00:00:00+02:00,day,364,,0,0 days
1060491,294,910,2021-08-23 00:00:00+02:00,day,315,,0,0 days
1085053,294,910,2021-08-30 00:00:00+02:00,day,119,,0,0 days
1063961,294,910,2021-08-24 00:00:00+02:00,day,316,,0,0 days
1067639,294,910,2021-08-25 00:00:00+02:00,day,282,,0,0 days
1070934,294,910,2021-08-26 00:00:00+02:00,day,111,,0,0 days
1111332,294,910,2021-09-07 00:00:00+02:00,day,26,,0,0 days
1094546,294,910,2021-09-02 00:00:00+02:00,day,68,,0,0 days
1104328,294,910,2021-09-05 00:00:00+02:00,day,224,,0,0 days
1097799,294,910,2021-09-03 00:00:00+02:00,day,399,,0,0 days
1101110,294,910,2021-09-04 00:00:00+02:00,day,124,,0,0 days
1108348,294,910,2021-09-06 00:00:00+02:00,day,28,,0,0 days
1088126,294,910,2021-08-31 00:00:00+02:00,day,198,,0,0 days
1091462,294,910,2021-09-01 00:00:00+02:00,day,135,,0,0 days
1114629,294,910,2021-09-08 00:00:00+02:00,day,2,,0,0 days
1468806,294,910,2021-12-14 00:00:00+01:00,day,20,,0,0 days
