id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
991657,294,921,2021-08-05 01:00:00+02:00,hour,5,0 days 00:01:37.500000,0,0 days 00:00:00
978692,294,921,2021-08-01 04:00:00+02:00,hour,2,0 days 00:00:30,0,0 days 00:00:00
981591,294,921,2021-08-02 04:00:00+02:00,hour,2,0 days 00:00:30,0,0 days 00:00:00
994922,294,921,2021-08-06 02:00:00+02:00,hour,5,0 days 00:00:30,0,0 days 00:00:00
1007433,294,921,2021-08-10 05:00:00+02:00,hour,2,0 days 00:00:30,0,0 days 00:00:00
1003835,294,921,2021-08-09 05:00:00+02:00,hour,2,0 days 00:00:30,0,0 days 00:00:00
1003836,294,921,2021-08-09 15:00:00+02:00,hour,17,0 days 00:05:44.619048,0,0 days 00:00:00
1003837,294,921,2021-08-09 17:00:00+02:00,hour,15,0 days 00:05:08.477324,0,0 days 00:00:00
1001032,294,921,2021-08-08 04:00:00+02:00,hour,2,0 days 00:00:30,0,0 days 00:00:00
1001033,294,921,2021-08-08 05:00:00+02:00,hour,2,0 days 00:00:30,0,0 days 00:00:00
1042078,294,921,2021-08-19 03:00:00+02:00,hour,2,0 days 00:09:00,0,0 days 00:00:00
1033834,294,921,2021-08-17 00:00:00+02:00,hour,2,0 days 00:18:22.500000,0,0 days 00:00:00
1033835,294,921,2021-08-17 06:00:00+02:00,hour,2,0 days 00:00:30,0,0 days 00:00:00
1015148,294,921,2021-08-12 13:00:00+02:00,hour,15,0 days 00:13:07,0,0 days 00:00:00
1019000,294,921,2021-08-13 02:00:00+02:00,hour,5,0 days 00:00:30,0,0 days 00:00:00
1019001,294,921,2021-08-13 05:00:00+02:00,hour,2,0 days 00:00:30,0,0 days 00:00:00
1038031,294,921,2021-08-18 04:00:00+02:00,hour,5,0 days 00:00:30,0,0 days 00:00:00
1038032,294,921,2021-08-18 06:00:00+02:00,hour,2,0 days 00:00:30,0,0 days 00:00:00
1015147,294,921,2021-08-12 05:00:00+02:00,hour,2,0 days 00:00:30,0,0 days 00:00:00
1025999,294,921,2021-08-15 03:00:00+02:00,hour,2,0 days 00:00:37.500000,0,0 days 00:00:00
1026000,294,921,2021-08-15 13:00:00+02:00,hour,12,0 days 00:02:16.993197,0,0 days 00:00:00
1045727,294,921,2021-08-20 02:00:00+02:00,hour,5,0 days 00:00:30,0,0 days 00:00:00
1068101,294,921,2021-08-26 03:00:00+02:00,hour,2,0 days 00:09:00,0,0 days 00:00:00
1053258,294,921,2021-08-22 05:00:00+02:00,hour,2,0 days 00:00:30,0,0 days 00:00:00
1053259,294,921,2021-08-22 07:00:00+02:00,hour,2,0 days 00:00:30,0,0 days 00:00:00
1053260,294,921,2021-08-22 08:00:00+02:00,hour,2,0 days 00:12:57.500000,0,0 days 00:00:00
1064416,294,921,2021-08-25 04:00:00+02:00,hour,5,0 days 00:00:30,0,0 days 00:00:00
1115097,294,921,2021-09-09 01:00:00+02:00,hour,3,0 days 00:01:03.750000,0,0 days 00:00:00
1071337,294,921,2021-08-27 02:00:00+02:00,hour,5,0 days 00:00:30,0,0 days 00:00:00
1071338,294,921,2021-08-27 05:00:00+02:00,hour,2,0 days 00:00:30,0,0 days 00:00:00
1088477,294,921,2021-09-01 04:00:00+02:00,hour,5,0 days 00:00:30,0,0 days 00:00:00
1088478,294,921,2021-09-01 05:00:00+02:00,hour,2,0 days 00:00:30,0,0 days 00:00:00
1091802,294,921,2021-09-02 03:00:00+02:00,hour,2,0 days 00:09:00,0,0 days 00:00:00
1094922,294,921,2021-09-03 02:00:00+02:00,hour,5,0 days 00:00:30,0,0 days 00:00:00
1104803,294,921,2021-09-06 01:00:00+02:00,hour,3,0 days 00:00:30,0,0 days 00:00:00
1104804,294,921,2021-09-06 04:00:00+02:00,hour,2,0 days 00:00:30,0,0 days 00:00:00
1111745,294,921,2021-09-08 00:00:00+02:00,hour,2,0 days 00:18:10,0,0 days 00:00:00
1111746,294,921,2021-09-08 04:00:00+02:00,hour,5,0 days 00:00:30,0,0 days 00:00:00
1111747,294,921,2021-09-08 05:00:00+02:00,hour,2,0 days 00:00:30,0,0 days 00:00:00
1111748,294,921,2021-09-08 14:00:00+02:00,hour,15,0 days 00:05:10.637755,0,0 days 00:00:00
1111749,294,921,2021-09-08 15:00:00+02:00,hour,17,0 days 00:03:45.063776,0,0 days 00:00:00
1111750,294,921,2021-09-08 18:00:00+02:00,hour,17,0 days 00:07:55.778890,0,0 days 00:00:00
1111751,294,921,2021-09-08 19:00:00+02:00,hour,20,0 days 00:08:10.766053,0,0 days 00:00:00
1098114,294,921,2021-09-04 06:00:00+02:00,hour,2,0 days 00:00:30,0,0 days 00:00:00
1108766,294,921,2021-09-07 13:00:00+02:00,hour,12,0 days 00:01:25.595238,0,0 days 00:00:00
1108767,294,921,2021-09-07 17:00:00+02:00,hour,10,0 days 00:06:58.996599,0,0 days 00:00:00
