id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
1045322,294,1460,2021-08-19 00:00:00+02:00,day,5,,0,0 days
1007086,294,1460,2021-08-09 00:00:00+02:00,day,35,,0,0 days
1014716,294,1460,2021-08-11 00:00:00+02:00,day,112,,0,0 days
984651,294,1460,2021-08-02 00:00:00+02:00,day,30,,0,0 days
1097802,294,1460,2021-09-03 00:00:00+02:00,day,72,,0,0 days
1298454,294,1460,2021-10-31 00:00:00+02:00,day,670,,0,0 days
1131507,294,1460,2021-09-13 00:00:00+02:00,day,7,,0,0 days
1137519,294,1460,2021-09-15 00:00:00+02:00,day,160,,0,0 days
1270703,294,1460,2021-10-24 00:00:00+02:00,day,650,,0,0 days
1273953,294,1460,2021-10-25 00:00:00+02:00,day,1266,,0,0 days
1289352,294,1460,2021-10-29 00:00:00+02:00,day,967,,0,0 days
1293975,294,1460,2021-10-30 00:00:00+02:00,day,1050,,0,0 days
1114632,294,1460,2021-09-08 00:00:00+02:00,day,92,,0,0 days
1219556,294,1460,2021-10-07 00:00:00+02:00,day,135,,0,0 days
1277252,294,1460,2021-10-26 00:00:00+02:00,day,10,,0,0 days
1310543,294,1460,2021-11-03 00:00:00+01:00,day,1097,,0,0 days
1302446,294,1460,2021-11-01 00:00:00+01:00,day,1256,,0,0 days
1306151,294,1460,2021-11-02 00:00:00+01:00,day,1375,,0,0 days
1449011,294,1460,2021-12-09 00:00:00+01:00,day,5,,0,0 days
1314357,294,1460,2021-11-04 00:00:00+01:00,day,760,,0,0 days
