id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
1911519,294,1459,2022-03-08 01:00:00+00:00,hour,25,0 days 00:38:28.907800,0,0 days 00:00:00
1906757,294,1459,2022-03-07 20:00:00+00:00,hour,40,0 days 00:12:24.881085,0,0 days 00:00:00
1906758,294,1459,2022-03-07 21:00:00+00:00,hour,45,0 days 00:14:49.780238,0,0 days 00:00:00
1906741,294,1459,2022-03-07 02:00:00+00:00,hour,31,0 days 00:12:08.303572,0,0 days 00:00:00
1906742,294,1459,2022-03-07 04:00:00+00:00,hour,35,0 days 00:33:54.404323,0,0 days 00:00:00
1906743,294,1459,2022-03-07 05:00:00+00:00,hour,25,0 days 00:19:29.870155,0,0 days 00:00:00
1906744,294,1459,2022-03-07 06:00:00+00:00,hour,90,0 days 00:11:07.517867,0,0 days 00:00:00
1906745,294,1459,2022-03-07 07:00:00+00:00,hour,105,0 days 00:08:21.330292,0,0 days 00:00:00
1906746,294,1459,2022-03-07 08:00:00+00:00,hour,95,0 days 00:07:34.777334,0,0 days 00:00:00
1906747,294,1459,2022-03-07 09:00:00+00:00,hour,105,0 days 00:08:20.723740,0,0 days 00:00:00
1906748,294,1459,2022-03-07 10:00:00+00:00,hour,135,0 days 00:05:38.798995,0,0 days 00:00:00
1906749,294,1459,2022-03-07 11:00:00+00:00,hour,140,0 days 00:04:22.717746,0,0 days 00:00:00
1906750,294,1459,2022-03-07 12:00:00+00:00,hour,140,0 days 00:04:43.107810,0,0 days 00:00:00
1906751,294,1459,2022-03-07 13:00:00+00:00,hour,150,0 days 00:04:26.101784,0,0 days 00:00:00
1906752,294,1459,2022-03-07 14:00:00+00:00,hour,200,0 days 00:03:04.221475,0,0 days 00:00:00
1906753,294,1459,2022-03-07 15:00:00+00:00,hour,100,0 days 00:02:46.467150,0,0 days 00:00:00
1906754,294,1459,2022-03-07 16:00:00+00:00,hour,90,0 days 00:03:07.162577,0,0 days 00:00:00
1906755,294,1459,2022-03-07 17:00:00+00:00,hour,75,0 days 00:03:44.180740,0,0 days 00:00:00
1906756,294,1459,2022-03-07 18:00:00+00:00,hour,65,0 days 00:04:14.472199,0,0 days 00:00:00
1911520,294,1459,2022-03-08 02:00:00+00:00,hour,5,0 days 00:04:00,0,0 days 00:00:00
1911521,294,1459,2022-03-08 04:00:00+00:00,hour,15,0 days 00:34:42.770679,0,0 days 00:00:00
1911522,294,1459,2022-03-08 05:00:00+00:00,hour,25,0 days 00:16:37.683548,0,0 days 00:00:00
1911523,294,1459,2022-03-08 06:00:00+00:00,hour,100,0 days 00:07:46.536905,0,0 days 00:00:00
1911524,294,1459,2022-03-08 08:00:00+00:00,hour,75,0 days 00:07:11.065714,0,0 days 00:00:00
1911525,294,1459,2022-03-08 09:00:00+00:00,hour,100,0 days 00:06:39.365223,0,0 days 00:00:00
1911526,294,1459,2022-03-08 10:00:00+00:00,hour,150,0 days 00:04:39.732092,0,0 days 00:00:00
1911527,294,1459,2022-03-08 11:00:00+00:00,hour,125,0 days 00:04:35.945295,0,0 days 00:00:00
1911528,294,1459,2022-03-08 12:00:00+00:00,hour,170,0 days 00:05:23.174935,0,0 days 00:00:00
1911529,294,1459,2022-03-08 13:00:00+00:00,hour,205,0 days 00:05:36.595710,0,0 days 00:00:00
1911530,294,1459,2022-03-08 14:00:00+00:00,hour,195,0 days 00:05:28.510365,0,0 days 00:00:00
1911531,294,1459,2022-03-08 15:00:00+00:00,hour,135,0 days 00:10:58.958060,0,0 days 00:00:00
1911532,294,1459,2022-03-08 16:00:00+00:00,hour,110,0 days 00:10:12.383308,0,0 days 00:00:00
1911533,294,1459,2022-03-08 17:00:00+00:00,hour,85,0 days 00:11:14.200317,0,0 days 00:00:00
1911534,294,1459,2022-03-08 20:00:00+00:00,hour,60,0 days 00:15:41.215239,0,0 days 00:00:00
1911535,294,1459,2022-03-08 21:00:00+00:00,hour,50,0 days 00:17:56.788278,0,0 days 00:00:00
1936314,294,1459,2022-03-13 09:00:00+00:00,hour,55,0 days 00:10:54.914487,0,0 days 00:00:00
1936315,294,1459,2022-03-13 10:00:00+00:00,hour,70,0 days 00:07:19.677086,0,0 days 00:00:00
1936316,294,1459,2022-03-13 11:00:00+00:00,hour,80,0 days 00:03:50.941925,0,0 days 00:00:00
1936317,294,1459,2022-03-13 12:00:00+00:00,hour,90,0 days 00:04:10.786141,0,0 days 00:00:00
1936318,294,1459,2022-03-13 13:00:00+00:00,hour,115,0 days 00:02:23.766506,0,0 days 00:00:00
1936319,294,1459,2022-03-13 14:00:00+00:00,hour,115,0 days 00:02:09.512245,0,0 days 00:00:00
1936320,294,1459,2022-03-13 15:00:00+00:00,hour,105,0 days 00:02:12.909748,0,0 days 00:00:00
1936321,294,1459,2022-03-13 16:00:00+00:00,hour,125,0 days 00:03:16.965686,0,0 days 00:00:00
1936323,294,1459,2022-03-13 18:00:00+00:00,hour,80,0 days 00:04:09.827256,0,0 days 00:00:00
1936324,294,1459,2022-03-13 19:00:00+00:00,hour,118,0 days 00:05:12.977606,0,0 days 00:00:00
1936325,294,1459,2022-03-13 21:00:00+00:00,hour,45,0 days 00:13:43.302931,0,0 days 00:00:00
1936326,294,1459,2022-03-13 22:00:00+00:00,hour,50,0 days 00:19:24.353939,0,0 days 00:00:00
1915943,294,1459,2022-03-09 00:00:00+00:00,hour,20,0 days 00:05:04.004571,0,0 days 00:00:00
1915944,294,1459,2022-03-09 01:00:00+00:00,hour,20,0 days 00:03:21.633754,0,0 days 00:00:00
1915945,294,1459,2022-03-09 02:00:00+00:00,hour,5,0 days 00:12:05,0,0 days 00:00:00
1915946,294,1459,2022-03-09 05:00:00+00:00,hour,25,0 days 00:04:00.104167,0,0 days 00:00:00
1915947,294,1459,2022-03-09 06:00:00+00:00,hour,95,0 days 00:09:45.182830,0,0 days 00:00:00
1915948,294,1459,2022-03-09 07:00:00+00:00,hour,90,0 days 00:23:56.564624,0,0 days 00:00:00
1915949,294,1459,2022-03-09 08:00:00+00:00,hour,75,0 days 00:18:36.747158,0,0 days 00:00:00
1915950,294,1459,2022-03-09 09:00:00+00:00,hour,85,0 days 00:17:58.827812,0,0 days 00:00:00
1915951,294,1459,2022-03-09 10:00:00+00:00,hour,150,0 days 00:09:56.212478,0,0 days 00:00:00
1915952,294,1459,2022-03-09 11:00:00+00:00,hour,115,0 days 00:12:04.571952,0,0 days 00:00:00
1915953,294,1459,2022-03-09 12:00:00+00:00,hour,160,0 days 00:08:55.196067,0,0 days 00:00:00
