visit_class_id,time,range,visit_count,visit_starts,visit_ends,total_presence_dwell,total_bucket_dwell,presence_dwell_starts,presence_dwell_ends,bucket_dwell_starts,bucket_dwell_ends,avg_dwell
912,2022-03-06 23:00:00+00:00,hour,33,27,28,1 days 12:51:45,0 days 04:43:10,0 days 12:43:20,0 days 05:16:00,0 days 01:27:10,0 days 02:11:50,0 days 01:07:01.363636
912,2022-03-07 00:00:00+00:00,hour,34,29,28,1 days 10:37:50,0 days 05:50:25,0 days 03:02:05,0 days 00:44:15,0 days 01:27:30,0 days 00:43:10,0 days 01:01:06.764706
912,2022-03-07 01:00:00+00:00,hour,41,35,35,1 days 13:42:05,0 days 06:22:25,0 days 03:48:30,0 days 03:18:05,0 days 02:01:40,0 days 02:05:15,0 days 00:55:10.365854
912,2022-03-07 02:00:00+00:00,hour,31,25,26,1 days 13:10:20,0 days 06:11:35,0 days 02:46:20,0 days 03:39:00,0 days 01:28:55,0 days 01:42:25,0 days 01:11:56.774194
912,2022-03-07 03:00:00+00:00,hour,21,16,17,1 days 11:02:45,0 days 05:30:10,0 days 01:31:25,0 days 11:44:00,0 days 01:22:55,0 days 01:43:45,0 days 01:40:07.857143
912,2022-03-07 04:00:00+00:00,hour,47,43,44,1 days 02:02:50,0 days 03:52:20,0 days 02:44:05,0 days 14:22:20,0 days 01:56:50,0 days 02:07:35,0 days 00:33:15.106383
912,2022-03-07 05:00:00+00:00,hour,52,49,46,1 days 00:04:40,0 days 05:30:40,0 days 12:24:10,0 days 02:58:05,0 days 03:43:25,0 days 02:13:20,0 days 00:27:46.923077
912,2022-03-07 06:00:00+00:00,hour,183,177,167,1 days 19:04:30,0 days 10:40:32.500000,0 days 21:57:55,0 days 08:33:50,0 days 07:00:37.500000,0 days 07:05:40,0 days 00:14:07.377049
912,2022-03-07 07:00:00+00:00,hour,241,225,216,2 days 19:36:15,0 days 18:43:07.500000,1 days 09:05:35,0 days 10:38:40,0 days 12:18:20,0 days 09:22:22.500000,0 days 00:16:49.854772
912,2022-03-07 08:00:00+00:00,hour,250,225,217,3 days 14:23:50,1 days 01:47:35,1 days 05:26:15,0 days 12:17:15,0 days 11:51:15,0 days 09:52:55,0 days 00:20:44.120000
912,2022-03-07 09:00:00+00:00,hour,266,233,235,4 days 06:47:20,1 days 06:38:25,1 days 04:40:45,1 days 12:06:45,0 days 15:02:55,0 days 16:17:40,0 days 00:23:11.127820
912,2022-03-07 10:00:00+00:00,hour,354,323,323,3 days 18:18:50,1 days 08:27:32.500000,0 days 23:38:15,1 days 05:14:15,0 days 16:22:52.500000,0 days 17:32:25,0 days 00:15:18.446328
912,2022-03-07 11:00:00+00:00,hour,319,288,286,3 days 19:22:45,1 days 06:34:57.500000,1 days 06:18:10,1 days 04:26:55,0 days 17:18:45,0 days 18:18:32.500000,0 days 00:17:11.238245
912,2022-03-07 12:00:00+00:00,hour,447,414,403,4 days 04:38:55,1 days 19:58:30,1 days 13:43:05,1 days 11:46:40,1 days 04:13:45,1 days 01:20:10,0 days 00:13:30.592841
912,2022-03-07 13:00:00+00:00,hour,439,395,405,4 days 00:19:00,1 days 14:00:25,1 days 07:26:45,1 days 19:01:05,0 days 22:38:20,0 days 23:35:35,0 days 00:13:09.840547
912,2022-03-07 14:00:00+00:00,hour,481,447,452,3 days 07:29:45,1 days 11:30:00,1 days 02:11:50,2 days 01:23:30,0 days 22:18:25,1 days 02:51:45,0 days 00:09:54.979210
912,2022-03-07 15:00:00+00:00,hour,386,357,368,2 days 07:32:05,0 days 21:29:07.500000,1 days 01:25:50,0 days 20:47:10,0 days 15:00:27.500000,0 days 14:11:55,0 days 00:08:37.940415
912,2022-03-07 16:00:00+00:00,hour,244,226,229,2 days 02:38:45,0 days 17:28:15,0 days 15:53:50,1 days 01:20:05,0 days 13:16:27.500000,0 days 12:44:32.500000,0 days 00:12:27.233607
912,2022-03-07 17:00:00+00:00,hour,182,167,170,1 days 17:11:25,0 days 12:21:17.500000,0 days 15:52:45,0 days 22:39:55,0 days 08:23:25,0 days 09:43:17.500000,0 days 00:13:34.752747
912,2022-03-07 18:00:00+00:00,hour,134,122,125,1 days 01:28:35,0 days 11:12:50,0 days 06:57:05,0 days 07:24:15,0 days 06:31:10,0 days 06:47:45,0 days 00:11:24.440299
912,2022-03-07 19:00:00+00:00,hour,105,96,93,1 days 06:55:55,0 days 08:34:40,0 days 12:51:35,0 days 06:11:05,0 days 04:50:40,0 days 04:10:40,0 days 00:17:40.523810
912,2022-03-07 20:00:00+00:00,hour,91,79,80,1 days 14:14:40,0 days 10:15:25,0 days 13:29:50,0 days 05:46:35,0 days 04:49:00,0 days 03:02:25,0 days 00:25:12.967033
912,2022-03-07 21:00:00+00:00,hour,66,55,61,1 days 11:43:10,0 days 08:42:55,0 days 03:15:05,0 days 13:00:20,0 days 02:43:50,0 days 05:33:35,0 days 00:32:28.333333
912,2022-03-07 22:00:00+00:00,hour,39,34,32,1 days 01:12:15,0 days 05:43:15,0 days 02:29:25,0 days 01:35:25,0 days 02:12:00,0 days 01:26:05,0 days 00:38:46.538462
912,2022-03-07 23:00:00+00:00,hour,26,19,21,1 days 01:38:25,0 days 05:05:50,0 days 02:01:35,0 days 02:31:15,0 days 01:48:25,0 days 01:14:05,0 days 00:59:10.192308
912,2022-03-08 00:00:00+00:00,hour,29,24,25,1 days 02:02:05,0 days 04:16:15,0 days 02:54:55,0 days 10:43:05,0 days 01:11:05,0 days 01:19:10,0 days 00:53:51.896552
912,2022-03-08 01:00:00+00:00,hour,17,13,15,0 days 15:58:45,0 days 03:01:30,0 days 00:39:45,0 days 06:08:05,0 days 00:39:45,0 days 01:01:30,0 days 00:56:23.823529
912,2022-03-08 02:00:00+00:00,hour,23,21,21,0 days 13:05:20,0 days 04:42:40,0 days 03:14:40,0 days 05:38:45,0 days 02:58:55,0 days 03:42:25,0 days 00:34:08.695652
912,2022-03-08 03:00:00+00:00,hour,28,26,27,0 days 08:59:55,0 days 01:41:30,0 days 01:33:20,0 days 07:59:55,0 days 01:01:35,0 days 01:13:15,0 days 00:19:16.964286
912,2022-03-08 04:00:00+00:00,hour,23,22,19,0 days 11:38:25,0 days 01:55:15,0 days 10:38:25,0 days 01:15:55,0 days 01:23:30,0 days 00:47:40,0 days 00:30:21.956522
912,2022-03-08 05:00:00+00:00,hour,48,44,42,0 days 15:35:40,0 days 04:28:45,0 days 05:13:10,0 days 03:56:10,0 days 02:18:15,0 days 02:53:10,0 days 00:19:29.583333
912,2022-03-08 06:00:00+00:00,hour,219,213,207,0 days 19:57:15,0 days 09:19:55,0 days 08:17:45,0 days 06:16:15,0 days 06:51:25,0 days 05:45:50,0 days 00:05:28.013699
912,2022-03-08 07:00:00+00:00,hour,234,222,216,1 days 07:19:30,0 days 14:07:15,0 days 17:38:30,0 days 08:47:30,0 days 10:40:55,0 days 07:13:25,0 days 00:08:01.923077
912,2022-03-08 08:00:00+00:00,hour,192,174,163,2 days 10:16:15,0 days 19:34:35,1 days 11:44:15,0 days 14:55:10,0 days 12:13:25,0 days 09:49:30,0 days 00:18:12.578125
912,2022-03-08 09:00:00+00:00,hour,268,239,232,3 days 06:53:15,1 days 06:44:20,1 days 11:32:10,1 days 00:54:15,0 days 16:54:45,0 days 15:49:00,0 days 00:17:39.682836
912,2022-03-08 10:00:00+00:00,hour,310,274,282,3 days 02:39:05,1 days 02:47:10,0 days 20:40:05,1 days 05:15:25,0 days 14:36:40,0 days 17:40:30,0 days 00:14:26.919355
