visit_class_id,time,range,visit_count,visit_starts,visit_ends,total_presence_dwell,total_bucket_dwell,presence_dwell_starts,presence_dwell_ends,bucket_dwell_starts,bucket_dwell_ends,avg_dwell
1474,2022-03-06 23:00:00+00:00,day,225,224,225,2 days 14:24:05,2 days 09:24:55,2 days 03:55:20,2 days 14:24:05,2 days 03:55:20,2 days 09:24:55,0 days 00:16:38.422222
1474,2022-03-07 23:00:00+00:00,day,231,231,230,1 days 19:45:00,1 days 19:42:15,1 days 19:45:00,1 days 19:37:05,1 days 19:42:15,1 days 19:37:05,0 days 00:11:21.818182
1474,2022-03-08 23:00:00+00:00,day,217,216,217,2 days 18:59:15,2 days 18:54:05,2 days 18:51:20,2 days 18:59:15,2 days 18:51:20,2 days 18:54:05,0 days 00:18:31.313364
1474,2022-03-09 23:00:00+00:00,day,249,249,249,1 days 17:08:40,1 days 17:08:40,1 days 17:08:40,1 days 17:08:40,1 days 17:08:40,1 days 17:08:40,0 days 00:09:54.859438
1474,2022-03-10 23:00:00+00:00,day,205,205,205,1 days 22:56:10,1 days 22:56:10,1 days 22:56:10,1 days 22:56:10,1 days 22:56:10,1 days 22:56:10,0 days 00:13:44.243902
1474,2022-03-11 23:00:00+00:00,day,180,180,178,1 days 06:21:30,1 days 04:20:10,1 days 06:21:30,0 days 17:37:25,1 days 04:20:10,0 days 17:37:25,0 days 00:10:07.166667
1474,2022-03-12 23:00:00+00:00,day,96,94,96,0 days 21:09:00,0 days 10:26:15,0 days 08:24:55,0 days 21:09:00,0 days 08:24:55,0 days 10:26:15,0 days 00:13:13.125000
