visit_class_id,time,range,visit_count,visit_starts,visit_ends,total_presence_dwell,total_bucket_dwell,presence_dwell_starts,presence_dwell_ends,bucket_dwell_starts,bucket_dwell_ends,avg_dwell
912,2022-03-13 23:00:00+00:00,day,4277,4268,4272,20 days 00:14:55,19 days 07:24:25,18 days 22:48:50,19 days 14:42:10,18 days 20:23:15,19 days 00:17:15,0 days 00:06:44.230769
912,2022-03-14 23:00:00+00:00,day,4325,4320,4321,17 days 11:59:30,17 days 02:00:35,17 days 02:26:45,17 days 00:32:05,16 days 23:35:00,16 days 17:24:55,0 days 00:05:49.588439
912,2022-03-15 23:00:00+00:00,day,3966,3962,3961,16 days 06:10:20,15 days 18:13:55,15 days 18:42:55,15 days 09:29:10,15 days 15:22:10,15 days 00:53:30,0 days 00:05:54.165406
912,2022-03-16 23:00:00+00:00,day,4002,3997,3998,17 days 01:10:35,16 days 01:32:35,16 days 04:29:25,16 days 16:24:45,15 days 22:11:50,15 days 23:04:20,0 days 00:06:08.074713
912,2022-03-17 23:00:00+00:00,day,4441,4437,4427,16 days 17:25:20,16 days 08:50:50,16 days 08:39:30,15 days 22:44:35,16 days 02:33:15,15 days 20:16:20,0 days 00:05:25.404188
912,2022-03-18 23:00:00+00:00,day,3363,3349,3352,13 days 06:57:15,12 days 04:26:05,12 days 12:16:30,11 days 22:15:15,11 days 22:19:50,11 days 09:40:45,0 days 00:05:41.431757
912,2022-03-19 23:00:00+00:00,day,2135,2124,2132,9 days 02:19:05,8 days 04:28:45,7 days 17:37:05,8 days 20:56:20,7 days 14:32:05,8 days 02:11:00,0 days 00:06:08.124122
