id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
1957677,294,1459,2022-03-17 00:00:00+00:00,hour,20,0 days 00:05:36.250000,0,0 days 00:00:00
1947431,294,1459,2022-03-15 01:00:00+00:00,hour,25,0 days 00:39:28.227469,0,0 days 00:00:00
1947432,294,1459,2022-03-15 02:00:00+00:00,hour,5,0 days 00:04:00,0,0 days 00:00:00
1947433,294,1459,2022-03-15 03:00:00+00:00,hour,15,0 days 00:33:06.327160,0,0 days 00:00:00
1947434,294,1459,2022-03-15 04:00:00+00:00,hour,15,0 days 00:35:40.174969,0,0 days 00:00:00
1947435,294,1459,2022-03-15 05:00:00+00:00,hour,25,0 days 00:17:04.187551,0,0 days 00:00:00
1947436,294,1459,2022-03-15 06:00:00+00:00,hour,100,0 days 00:07:54.484627,0,0 days 00:00:00
1947437,294,1459,2022-03-15 08:00:00+00:00,hour,75,0 days 00:07:08.294977,0,0 days 00:00:00
1947438,294,1459,2022-03-15 09:00:00+00:00,hour,100,0 days 00:06:35.890788,0,0 days 00:00:00
1947439,294,1459,2022-03-15 10:00:00+00:00,hour,150,0 days 00:04:39.771983,0,0 days 00:00:00
1947440,294,1459,2022-03-15 11:00:00+00:00,hour,125,0 days 00:04:36.392151,0,0 days 00:00:00
1947441,294,1459,2022-03-15 12:00:00+00:00,hour,170,0 days 00:05:24.221696,0,0 days 00:00:00
1947442,294,1459,2022-03-15 13:00:00+00:00,hour,205,0 days 00:05:35.805277,0,0 days 00:00:00
1947443,294,1459,2022-03-15 14:00:00+00:00,hour,195,0 days 00:05:32.707555,0,0 days 00:00:00
1947444,294,1459,2022-03-15 15:00:00+00:00,hour,135,0 days 00:11:01.181487,0,0 days 00:00:00
1947445,294,1459,2022-03-15 16:00:00+00:00,hour,110,0 days 00:10:15.223797,0,0 days 00:00:00
1947446,294,1459,2022-03-15 17:00:00+00:00,hour,85,0 days 00:11:03.557012,0,0 days 00:00:00
1947447,294,1459,2022-03-15 20:00:00+00:00,hour,60,0 days 00:15:38.967091,0,0 days 00:00:00
