visit_class_id,time,range,visit_count,visit_starts,visit_ends,total_presence_dwell,total_bucket_dwell,presence_dwell_starts,presence_dwell_ends,bucket_dwell_starts,bucket_dwell_ends,avg_dwell
912,2022-03-13 23:00:00+00:00,hour,51,42,45,1 days 15:27:10,0 days 08:15:55,0 days 14:01:05,0 days 07:03:05,0 days 02:34:00,0 days 03:13:10,0 days 00:46:24.901961
912,2022-03-14 00:00:00+00:00,hour,43,37,38,1 days 09:35:00,0 days 06:33:00,0 days 01:10:55,0 days 11:32:40,0 days 01:10:55,0 days 01:33:00,0 days 00:46:51.627907
912,2022-03-14 01:00:00+00:00,hour,28,23,24,0 days 23:04:55,0 days 04:35:45,0 days 01:02:35,0 days 06:34:05,0 days 01:00:30,0 days 01:27:45,0 days 00:49:27.678571
912,2022-03-14 02:00:00+00:00,hour,27,23,17,1 days 09:51:20,0 days 06:46:50,0 days 17:20:30,0 days 04:34:45,0 days 04:22:50,0 days 00:57:45,0 days 01:15:14.074074
912,2022-03-14 03:00:00+00:00,hour,37,27,25,1 days 16:19:05,0 days 09:51:15,0 days 11:02:30,0 days 05:20:20,0 days 03:03:30,0 days 01:34:30,0 days 01:05:22.837838
912,2022-03-14 04:00:00+00:00,hour,38,26,26,1 days 20:56:05,0 days 09:27:52.500000,0 days 09:57:20,0 days 07:37:00,0 days 01:08:17.500000,0 days 01:50:35,0 days 01:10:56.973684
912,2022-03-14 05:00:00+00:00,hour,77,65,63,1 days 22:38:05,0 days 12:18:02.500000,0 days 09:19:00,0 days 13:13:45,0 days 05:46:35,0 days 05:14:02.500000,0 days 00:36:20.324675
912,2022-03-14 06:00:00+00:00,hour,254,240,230,2 days 08:59:55,0 days 17:05:50,0 days 23:35:35,0 days 11:37:25,0 days 10:20:50,0 days 08:37:15,0 days 00:13:27.854331
912,2022-03-14 07:00:00+00:00,hour,255,231,234,3 days 05:33:50,1 days 00:00:05,1 days 08:11:20,1 days 05:39:05,0 days 14:57:35,0 days 15:17:15,0 days 00:18:15.019608
912,2022-03-14 08:00:00+00:00,hour,272,251,244,2 days 23:45:45,1 days 01:12:35,0 days 23:51:00,0 days 17:09:20,0 days 14:07:45,0 days 10:35:10,0 days 00:15:49.797794
912,2022-03-14 09:00:00+00:00,hour,297,269,265,4 days 01:48:35,1 days 05:10:35,1 days 19:12:10,1 days 09:36:40,0 days 17:53:15,0 days 18:00:25,0 days 00:19:45.572391
912,2022-03-14 10:00:00+00:00,hour,327,295,290,4 days 01:27:50,1 days 08:35:40,1 days 09:15:55,0 days 21:55:30,0 days 17:54:05,0 days 17:20:30,0 days 00:17:52.996942
912,2022-03-14 11:00:00+00:00,hour,369,332,327,4 days 16:05:15,1 days 13:09:10,1 days 12:32:55,1 days 06:42:25,0 days 22:34:55,0 days 21:30:35,0 days 00:18:13.536585
912,2022-03-14 12:00:00+00:00,hour,372,330,335,5 days 02:04:00,1 days 17:22:45,1 days 16:41:10,1 days 02:00:10,0 days 23:09:25,0 days 20:12:50,0 days 00:19:41.290323
912,2022-03-14 13:00:00+00:00,hour,428,391,385,5 days 12:21:10,1 days 23:49:50,1 days 12:17:20,1 days 21:56:25,1 days 04:33:10,1 days 03:30:25,0 days 00:18:33.247664
