visit_class_id,time,range,visit_count,visit_starts,visit_ends,total_presence_dwell,total_bucket_dwell,presence_dwell_starts,presence_dwell_ends,bucket_dwell_starts,bucket_dwell_ends,avg_dwell
1296,2022-03-21 00:00:00+01:00,hour,2,2,2,0 days 00:20:40,0 days 00:20:40,0 days 00:20:40,0 days 00:20:40,0 days 00:20:40,0 days 00:20:40,0 days 00:10:20
1296,2022-03-21 01:00:00+01:00,hour,4,4,3,0 days 00:41:20,0 days 00:15:05,0 days 00:41:20,0 days 00:12:35,0 days 00:15:05,0 days 00:12:35,0 days 00:10:20
1296,2022-03-21 02:00:00+01:00,hour,2,1,2,0 days 00:29:15,0 days 00:26:45,0 days 00:00:30,0 days 00:29:15,0 days 00:00:30,0 days 00:26:45,0 days 00:14:37.500000
1296,2022-03-21 05:00:00+01:00,hour,3,3,2,0 days 00:26:15,0 days 00:16:45,0 days 00:26:15,0 days 00:01:00,0 days 00:16:45,0 days 00:01:00,0 days 00:08:45
1296,2022-03-21 06:00:00+01:00,hour,4,3,3,0 days 00:42:40,0 days 00:26:40,0 days 00:17:25,0 days 00:34:10,0 days 00:17:10,0 days 00:18:25,0 days 00:10:40
1296,2022-03-21 07:00:00+01:00,hour,8,7,7,0 days 00:37:40,0 days 00:21:20,0 days 00:29:10,0 days 00:27:30,0 days 00:21:05,0 days 00:19:15,0 days 00:04:42.500000
1296,2022-03-21 08:00:00+01:00,hour,19,18,17,0 days 02:14:20,0 days 01:33:45,0 days 02:04:10,0 days 00:58:35,0 days 01:25:40,0 days 00:56:30,0 days 00:07:04.210526
1296,2022-03-21 09:00:00+01:00,hour,21,19,17,0 days 05:23:20,0 days 03:15:50,0 days 04:07:35,0 days 02:19:25,0 days 02:37:20,0 days 01:42:10,0 days 00:15:23.809524
1296,2022-03-21 10:00:00+01:00,hour,36,32,35,0 days 05:22:25,0 days 03:32:45,0 days 02:18:30,0 days 05:05:40,0 days 02:02:30,0 days 03:32:00,0 days 00:08:57.361111
1296,2022-03-21 11:00:00+01:00,hour,36,35,36,0 days 01:01:15,0 days 01:00:30,0 days 00:44:30,0 days 01:01:15,0 days 00:44:30,0 days 01:00:30,0 days 00:01:42.083333
1296,2022-03-21 12:00:00+01:00,hour,34,34,34,0 days 01:08:40,0 days 01:08:40,0 days 01:08:40,0 days 01:08:40,0 days 01:08:40,0 days 01:08:40,0 days 00:02:01.176471
1296,2022-03-21 13:00:00+01:00,hour,29,29,27,0 days 03:16:10,0 days 01:37:00,0 days 03:16:10,0 days 01:29:35,0 days 01:37:00,0 days 01:29:35,0 days 00:06:45.862069
1296,2022-03-21 14:00:00+01:00,hour,36,34,35,0 days 02:22:25,0 days 02:02:10,0 days 00:35:50,0 days 01:06:55,0 days 00:35:50,0 days 01:02:10,0 days 00:03:57.361111
1296,2022-03-21 15:00:00+01:00,hour,49,48,49,0 days 02:02:55,0 days 01:00:15,0 days 00:47:25,0 days 02:02:55,0 days 00:47:25,0 days 01:00:15,0 days 00:02:30.510204
1296,2022-03-21 16:00:00+01:00,hour,30,30,30,0 days 01:43:00,0 days 01:43:00,0 days 01:43:00,0 days 01:43:00,0 days 01:43:00,0 days 01:43:00,0 days 00:03:26
1296,2022-03-21 17:00:00+01:00,hour,20,20,20,0 days 00:31:30,0 days 00:31:30,0 days 00:31:30,0 days 00:31:30,0 days 00:31:30,0 days 00:31:30,0 days 00:01:34.500000
1296,2022-03-21 18:00:00+01:00,hour,10,10,10,0 days 00:22:25,0 days 00:22:25,0 days 00:22:25,0 days 00:22:25,0 days 00:22:25,0 days 00:22:25,0 days 00:02:14.500000
1296,2022-03-21 19:00:00+01:00,hour,12,12,12,0 days 00:14:00,0 days 00:14:00,0 days 00:14:00,0 days 00:14:00,0 days 00:14:00,0 days 00:14:00,0 days 00:01:10
1296,2022-03-21 20:00:00+01:00,hour,3,3,3,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:01:30,0 days 00:00:30
1296,2022-03-21 21:00:00+01:00,hour,4,4,4,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:02:00,0 days 00:00:30
1296,2022-03-21 22:00:00+01:00,hour,1,1,1,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30,0 days 00:00:30
1296,2022-03-22 02:00:00+01:00,hour,4,4,3,0 days 01:24:55,0 days 00:27:40,0 days 01:24:55,0 days 00:03:35,0 days 00:27:40,0 days 00:03:35,0 days 00:21:13.750000
1296,2022-03-22 03:00:00+01:00,hour,1,0,1,0 days 01:21:20,0 days 00:57:15,0 days 00:00:00,0 days 01:21:20,0 days 00:00:00,0 days 00:57:15,0 days 01:21:20
1296,2022-03-22 06:00:00+01:00,hour,2,2,2,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:01:00,0 days 00:00:30
1296,2022-03-22 07:00:00+01:00,hour,16,16,16,0 days 00:08:00,0 days 00:08:00,0 days 00:08:00,0 days 00:08:00,0 days 00:08:00,0 days 00:08:00,0 days 00:00:30
1296,2022-03-22 08:00:00+01:00,hour,20,20,20,0 days 00:29:40,0 days 00:29:40,0 days 00:29:40,0 days 00:29:40,0 days 00:29:40,0 days 00:29:40,0 days 00:01:29
1296,2022-03-22 09:00:00+01:00,hour,26,26,23,0 days 02:08:45,0 days 01:23:35,0 days 02:08:45,0 days 00:32:20,0 days 01:23:35,0 days 00:32:20,0 days 00:04:57.115385
1296,2022-03-22 10:00:00+01:00,hour,27,24,25,0 days 02:55:40,0 days 01:53:40,0 days 01:19:15,0 days 02:13:00,0 days 01:08:30,0 days 01:21:45,0 days 00:06:30.370370
1296,2022-03-22 11:00:00+01:00,hour,32,30,32,0 days 01:38:10,0 days 01:06:15,0 days 00:55:30,0 days 01:38:10,0 days 00:55:30,0 days 01:06:15,0 days 00:03:04.062500
1296,2022-03-22 12:00:00+01:00,hour,30,30,30,0 days 01:33:40,0 days 01:33:40,0 days 01:33:40,0 days 01:33:40,0 days 01:33:40,0 days 01:33:40,0 days 00:03:07.333333
1296,2022-03-22 13:00:00+01:00,hour,45,45,41,0 days 02:56:45,0 days 02:33:55,0 days 02:56:45,0 days 01:21:30,0 days 02:33:55,0 days 01:21:30,0 days 00:03:55.666667
1296,2022-03-22 14:00:00+01:00,hour,39,35,38,0 days 03:16:40,0 days 01:14:30,0 days 01:41:25,0 days 02:13:30,0 days 00:51:40,0 days 01:01:05,0 days 00:05:02.564103
1296,2022-03-22 15:00:00+01:00,hour,34,33,33,0 days 01:52:35,0 days 01:35:30,0 days 00:49:25,0 days 01:36:15,0 days 00:45:45,0 days 01:22:50,0 days 00:03:18.676471
1296,2022-03-22 16:00:00+01:00,hour,49,48,48,0 days 01:49:45,0 days 01:32:20,0 days 01:33:25,0 days 01:09:50,0 days 01:28:40,0 days 00:57:10,0 days 00:02:14.387755
1296,2022-03-22 17:00:00+01:00,hour,17,16,17,0 days 00:57:05,0 days 00:21:55,0 days 00:17:10,0 days 00:57:05,0 days 00:17:10,0 days 00:21:55,0 days 00:03:21.470588
