id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
1979505,294,924,2022-03-21 04:00:00+00:00,hour,35,0 days 00:15:41.324497,0,0 days 00:00:00
1979506,294,924,2022-03-21 06:00:00+00:00,hour,185,0 days 00:03:40.942559,0,0 days 00:00:00
1979507,294,924,2022-03-21 07:00:00+00:00,hour,162,0 days 00:05:43.459307,0,0 days 00:00:00
1979508,294,924,2022-03-21 08:00:00+00:00,hour,165,0 days 00:02:06.262145,0,0 days 00:00:00
1979509,294,924,2022-03-21 09:00:00+00:00,hour,160,0 days 00:02:25.418426,0,0 days 00:00:00
1979510,294,924,2022-03-21 10:00:00+00:00,hour,227,0 days 00:01:59.545121,0,0 days 00:00:00
1979511,294,924,2022-03-21 11:00:00+00:00,hour,255,0 days 00:02:28.211739,0,0 days 00:00:00
1979512,294,924,2022-03-21 15:00:00+00:00,hour,320,0 days 00:02:47.124275,0,0 days 00:00:00
1979513,294,924,2022-03-21 16:00:00+00:00,hour,220,0 days 00:02:38.588550,0,0 days 00:00:00
1979514,294,924,2022-03-21 17:00:00+00:00,hour,150,0 days 00:02:20.427750,0,0 days 00:00:00
1979515,294,924,2022-03-21 18:00:00+00:00,hour,130,0 days 00:02:24.110729,0,0 days 00:00:00
