visit_class_id,time,range,visit_count,visit_starts,visit_ends,total_presence_dwell,total_bucket_dwell,presence_dwell_starts,presence_dwell_ends,bucket_dwell_starts,bucket_dwell_ends,avg_dwell
912,2022-03-21 00:00:00+01:00,hour,39,36,32,0 days 09:12:35,0 days 05:17:35,0 days 03:49:50,0 days 04:05:05,0 days 02:35:05,0 days 03:10:25,0 days 00:14:10.128205
912,2022-03-21 01:00:00+01:00,hour,39,32,33,0 days 18:48:55,0 days 04:50:15,0 days 13:41:25,0 days 05:42:40,0 days 03:13:00,0 days 02:12:25,0 days 00:28:56.794872
912,2022-03-21 02:00:00+01:00,hour,29,23,25,0 days 15:22:25,0 days 04:37:15,0 days 02:16:10,0 days 02:15:15,0 days 00:48:05,0 days 01:21:45,0 days 00:31:48.448276
912,2022-03-21 03:00:00+01:00,hour,20,16,16,0 days 16:37:30,0 days 03:54:20,0 days 03:30:20,0 days 04:22:25,0 days 01:05:15,0 days 01:21:05,0 days 00:49:52.500000
912,2022-03-21 04:00:00+01:00,hour,22,18,17,0 days 14:10:15,0 days 03:55:00,0 days 01:55:10,0 days 02:53:20,0 days 00:48:50,0 days 01:15:55,0 days 00:38:38.863636
912,2022-03-21 05:00:00+01:00,hour,30,25,27,0 days 12:56:50,0 days 04:11:15,0 days 01:39:55,0 days 04:32:45,0 days 01:17:55,0 days 02:42:20,0 days 00:25:53.666667
912,2022-03-21 06:00:00+01:00,hour,56,53,48,1 days 05:04:30,0 days 04:03:25,0 days 20:40:25,0 days 02:22:10,0 days 02:41:25,0 days 01:53:15,0 days 00:31:09.107143
912,2022-03-21 07:00:00+01:00,hour,149,141,133,1 days 14:21:45,0 days 10:14:02.500000,0 days 11:39:25,0 days 04:35:55,0 days 05:59:57.500000,0 days 04:09:10,0 days 00:15:26.879195
912,2022-03-21 08:00:00+01:00,hour,270,254,243,3 days 06:14:40,1 days 00:53:57.500000,1 days 20:28:50,0 days 21:42:20,0 days 17:13:15,0 days 13:02:22.500000,0 days 00:17:23.259259
912,2022-03-21 09:00:00+01:00,hour,245,218,202,4 days 20:49:05,1 days 10:44:15,2 days 12:16:45,0 days 17:12:40,0 days 19:34:25,0 days 13:16:50,0 days 00:28:36.510204
912,2022-03-21 10:00:00+01:00,hour,281,238,243,5 days 03:16:25,1 days 16:01:30,0 days 23:40:00,1 days 08:25:35,0 days 16:39:05,0 days 19:15:45,0 days 00:26:19.306050
912,2022-03-21 11:00:00+01:00,hour,372,334,347,4 days 13:53:00,1 days 07:18:55,0 days 19:02:10,1 days 13:41:15,0 days 13:33:10,0 days 16:57:10,0 days 00:17:43.387097
912,2022-03-21 12:00:00+01:00,hour,315,290,286,3 days 21:53:25,1 days 04:50:10,0 days 21:41:40,0 days 21:16:30,0 days 14:54:45,0 days 13:55:30,0 days 00:17:53.031746
912,2022-03-21 13:00:00+01:00,hour,361,332,331,4 days 08:08:35,1 days 11:32:25,1 days 07:31:40,1 days 13:39:30,0 days 21:15:20,0 days 23:57:05,0 days 00:17:18.545706
